geometry_angstrom,method,seed,k,captured_probability_mass,absolute_energy_error_hartree,selected_subspace_energy_hartree,exact_sector_energy_hartree,precision_at_k,recall_at_k,ndcg_at_k,selection_efficiency,overlap_with_real
1.25,RANDOM,25043000,2,0.06646556974881557,0.6572637306363003,-3.2611529028647674,-3.9184166335010677,0.5,0.25,0.03493785681980831,0.033232784874407784,1
1.25,RANDOM,25043001,2,0.008500283688746033,0.8802136613763976,-3.03820297212467,-3.9184166335010677,0.0,0.0,0.0064463070389535115,0.004250141844373017,0
1.25,RANDOM,25043002,2,8.089542287426007e-05,0.8033980009037922,-3.1150186325972755,-3.9184166335010677,0.0,0.0,4.155211960444123e-05,4.0447711437130034e-05,0
1.25,RANDOM,25043003,2,0.015181822033466463,0.37407134766386596,-3.5443452858372018,-3.9184166335010677,0.5,0.25,0.007839133286792532,0.007590911016733232,0
1.25,RANDOM,25043004,2,1.2208500715569377e-33,1.1588611511232507,-2.759555482377817,-3.9184166335010677,0.0,0.0,0.0,6.104250357784689e-34,0
1.25,RANDOM,25043005,2,3.0456270563523338e-33,0.8987343140602566,-3.019682319440811,-3.9184166335010677,0.0,0.0,0.0,1.5228135281761669e-33,0
1.25,RANDOM,25043006,2,8.637464570022519e-32,0.3740713476638651,-3.5443452858372027,-3.9184166335010677,0.0,0.0,0.0,4.3187322850112593e-32,0
1.25,RANDOM,25043007,2,2.703759199660041e-31,0.35663373135501786,-3.56178290214605,-3.9184166335010677,0.0,0.0,0.0,1.3518795998300205e-31,0
1.25,RANDOM,25043008,2,8.089542287426007e-05,1.4136250397977848,-2.504791593703283,-3.9184166335010677,0.0,0.0,6.585855139851974e-05,4.0447711437130034e-05,0
1.25,RANDOM,25043009,2,1.0130472975813069e-33,1.2233374467512967,-2.695079186749771,-3.9184166335010677,0.0,0.0,0.0,5.0652364879065346e-34,0
1.25,RANDOM,25043010,2,0.015243510673159287,1.0592930496680268,-2.859123583833041,-3.9184166335010677,0.5,0.25,0.012456418598143,0.0076217553365796435,0
1.25,RANDOM,25043011,2,0.006877491656312652,0.9725581417461782,-2.9458584917548896,-3.9184166335010677,0.0,0.0,0.005612310591048899,0.003438745828156326,0
