geometry_angstrom,method,k,n,captured_probability_mass_mean,captured_probability_mass_median,captured_probability_mass_std,captured_probability_mass_min,captured_probability_mass_max,absolute_energy_error_hartree_mean,absolute_energy_error_hartree_median,absolute_energy_error_hartree_std,absolute_energy_error_hartree_min,absolute_energy_error_hartree_max,precision_at_k_mean,precision_at_k_median,precision_at_k_std,precision_at_k_min,precision_at_k_max,recall_at_k_mean,recall_at_k_median,recall_at_k_std,recall_at_k_min,recall_at_k_max,ndcg_at_k_mean,ndcg_at_k_median,ndcg_at_k_std,ndcg_at_k_min,ndcg_at_k_max,selection_efficiency_mean,selection_efficiency_median,selection_efficiency_std,selection_efficiency_min,selection_efficiency_max
1.25,CHEM_EN2,2,1,0.9317380856548569,0.9317380856548569,0.0,0.9317380856548569,0.9317380856548569,0.07529603286493014,0.07529603286493014,0.0,0.07529603286493014,0.07529603286493014,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.46586904282742847,0.46586904282742847,0.0,0.46586904282742847,0.46586904282742847
1.25,CHEM_EN2,4,1,0.9535040195876149,0.9535040195876149,0.0,0.9535040195876149,0.9535040195876149,0.04990342411489701,0.04990342411489701,0.0,0.04990342411489701,0.04990342411489701,0.75,0.75,0.0,0.75,0.75,0.75,0.75,0.0,0.75,0.75,0.9965141195928415,0.9965141195928415,0.0,0.9965141195928415,0.9965141195928415,0.23837600489690372,0.23837600489690372,0.0,0.23837600489690372,0.23837600489690372
1.25,CHEM_EN2,8,1,0.9869880396010996,0.9869880396010996,0.0,0.9869880396010996,0.9869880396010996,0.011916099195190544,0.011916099195190544,0.0,0.011916099195190544,0.011916099195190544,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.9982159708806774,0.9982159708806774,0.0,0.9982159708806774,0.9982159708806774,0.12337350495013745,0.12337350495013745,0.0,0.12337350495013745,0.12337350495013745
1.25,CHEM_EN2,12,1,0.997115917001076,0.997115917001076,0.0,0.997115917001076,0.997115917001076,0.0049802593803889295,0.0049802593803889295,0.0,0.0049802593803889295,0.0049802593803889295,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,1.0,1.0,0.9984474727220418,0.9984474727220418,0.0,0.9984474727220418,0.9984474727220418,0.08309299308342301,0.08309299308342301,0.0,0.08309299308342301,0.08309299308342301
1.25,CHEM_EN2,16,1,0.997143082386706,0.997143082386706,0.0,0.997143082386706,0.997143082386706,0.0049473096951726525,0.0049473096951726525,0.0,0.0049473096951726525,0.0049473096951726525,0.25,0.25,0.0,0.25,0.25,1.0,1.0,0.0,1.0,1.0,0.9983953403415928,0.9983953403415928,0.0,0.9983953403415928,0.9983953403415928,0.062321442649169126,0.062321442649169126,0.0,0.062321442649169126,0.062321442649169126
1.25,RANDOM,2,12,0.009369205720520711,8.089542287426007e-05,0.018135388775224984,1.0130472975813069e-33,0.06646556974881557,0.8476717468955027,0.8894739877183271,0.3354402118508788,0.35663373135501786,1.4136250397977848,0.125,0.0,0.21650635094610965,0.0,0.5,0.0625,0.0,0.10825317547305482,0.0,0.25,0.005616619750479101,5.370533550148049e-05,0.00971154885356571,0.0,0.03493785681980831,0.0046846028602603555,4.0447711437130034e-05,0.009067694387612492,5.0652364879065346e-34,0.033232784874407784
1.25,RANDOM,4,12,0.011872227962739621,0.001879293125011792,0.018588338165459774,2.7826237629928335e-33,0.06646556974881557,0.5806690611981851,0.5878706567745655,0.20616043655037297,0.35472006732050865,0.909824306766772,0.08333333333333333,0.0,0.11785113019775792,0.0,0.25,0.08333333333333333,0.0,0.11785113019775792,0.0,0.25,0.0064404344506812095,0.0007727639476656647,0.009742701291582261,0.0,0.0345384743802875,0.0029680569906849054,0.000469823281252948,0.0046470845413649434,6.956559407482084e-34,0.016616392437203892
1.25,RANDOM,8,12,0.18130118471042841,0.02736774925135651,0.3416078616805872,0.00014258406256708082,0.9538022010234332,0.44444888540308014,0.4683703345057595,0.21181275089825166,0.05117666338332327,0.8018583464383631,0.13541666666666666,0.125,0.11922419939853747,0.0,0.375,0.2708333333333333,0.25,0.23844839879707494,0.0,0.75,0.06567283394665573,0.009996907594594269,0.12493946244652901,3.706917856148232e-05,0.3558458811030828,0.022662648088803552,0.0034209686564195636,0.0427009827100734,1.7823007820885102e-05,0.11922527512792915
1.25,RANDOM,12,12,0.2679722616552666,0.05836825272957834,0.3867479230348838,0.008013237914487216,0.9539303799816158,0.3115652973179789,0.35477411419989724,0.16499354088268509,0.05044764208956565,0.5741283980119367,0.125,0.16666666666666666,0.08673608331108885,0.0,0.25,0.375,0.5,0.2602082499332666,0.0,0.75,0.09164045900326463,0.017938558530933516,0.13647143666581588,0.0019715885336393916,0.3551063013824416,0.022331021804605552,0.004864021060798194,0.03222899358624031,0.000667769826207268,0.07949419833180131
1.25,RANDOM,16,12,0.5010245814782074,0.49757350925090266,0.43449701268455393,0.00837665337992187,0.9633481381752392,0.1956285281207044,0.1492289794195507,0.14588307023024047,0.03681680585914293,0.4327116199487926,0.125,0.15625,0.07216878364870322,0.0,0.1875,0.5,0.625,0.28867513459481287,0.0,0.75,0.15466966830066228,0.13577950932655575,0.14009780335162605,0.0019884021377245113,0.35543300807995265,0.03131403634238796,0.031098344328181416,0.02715606329278462,0.0005235408362451168,0.06020925863595245
