development_gene,development_entrez_ids,gpl570_status,matched_entrez_ids,gse236233_present_all9,eligible_v44
LOC100132491,100132491,UNRESOLVED,,0,0
LOC100132493,100132493,UNRESOLVED,,0,0
LOC100132494,100132494,UNRESOLVED,,0,0
LOC100132496,100132496,UNRESOLVED,,0,0
LOC100132499,100132499,UNRESOLVED,,0,0
LOC100132503,100132503,UNRESOLVED,,0,0
LOC100132506,100132506,UNRESOLVED,,0,0
LOC100132509,100132509,UNRESOLVED,,0,0
LOC100132510,100132510,UNRESOLVED,,0,0
LOC100132513,100132513,UNRESOLVED,,0,0
LOC100132514,100132514,UNRESOLVED,,0,0
LOC100132515,100132515,UNRESOLVED,,0,0
LOC100132516,100132516,UNRESOLVED,,0,0
LOC100132518,100132518,UNRESOLVED,,0,0
LOC100132519,100132519,UNRESOLVED,,0,0
LOC100132521,100132521,UNRESOLVED,,0,0
LOC100132526,100132526,UNRESOLVED,,0,0
LOC100132528,100132528,UNRESOLVED,,0,0
LOC100132529,100132529,UNRESOLVED,,0,0
LOC100132532,100132532,UNRESOLVED,,0,0
LOC100132535,100132535,UNRESOLVED,,0,0
LOC100132540,100132540,UNRESOLVED,,0,0
LOC100132541,100132541,UNRESOLVED,,0,0
LOC100132547,100132547,UNRESOLVED,,0,0
LOC100132549,100132549,UNRESOLVED,,0,0
LOC100132550,100132550,UNRESOLVED,,0,0
LOC100132552,100132552,UNRESOLVED,,0,0
LOC100132553,100132553,UNRESOLVED,,0,0
LOC100132560,100132560,UNRESOLVED,,0,0
LOC100132561,100132561,UNRESOLVED,,0,0
LOC100132562,100132562,UNRESOLVED,,0,0
LOC100132564,100132564,UNRESOLVED,,0,0
LOC100132565,100132565,ENTREZ_ID_MATCH,100132565,0,0
LOC100132567,100132567,UNRESOLVED,,0,0
LOC100132568,100132568,UNRESOLVED,,0,0
LOC100132572,100132572,UNRESOLVED,,0,0
LOC100132578,100132578,UNRESOLVED,,0,0
LOC100132585,100132585,UNRESOLVED,,0,0
LOC100132588,100132588,UNRESOLVED,,0,0
LOC100132593,100132593,UNRESOLVED,,0,0
LOC100132596,100132596,ENTREZ_ID_MATCH,100132596,0,0
LOC100132598,100132598,UNRESOLVED,,0,0
LOC100132603,100132603,UNRESOLVED,,0,0
LOC100132605,100132605,UNRESOLVED,,0,0
LOC100132617,100132617,UNRESOLVED,,0,0
LOC100132620,100132620,UNRESOLVED,,0,0
LOC100132622,100132622,UNRESOLVED,,0,0
LOC100132625,100132625,UNRESOLVED,,0,0
LOC100132628,100132628,UNRESOLVED,,0,0
LOC100132630,100132630,UNRESOLVED,,0,0
LOC100132632,100132632,UNRESOLVED,,0,0
LOC100132635,100132635,UNRESOLVED,,0,0
LOC100132636,100132636,UNRESOLVED,,0,0
LOC100132640,100132640,UNRESOLVED,,0,0
LOC100132648,100132648,UNRESOLVED,,0,0
LOC100132649,100132649,UNRESOLVED,,0,0
LOC100132652,100132652,UNRESOLVED,,0,0
LOC100132653,100132653,UNRESOLVED,,0,0
LOC100132655,100132655,UNRESOLVED,,0,0
LOC100132656,100132656,UNRESOLVED,,0,0
LOC100132657,100132657,UNRESOLVED,,0,0
LOC100132658,100132658,UNRESOLVED,,0,0
LOC100132663,100132663,UNRESOLVED,,0,0
LOC100132672,100132672,UNRESOLVED,,0,0
LOC100132673,100132673,UNRESOLVED,,0,0
LOC100132675,100132675,UNRESOLVED,,0,0
LOC100132678,100132678,UNRESOLVED,,0,0
LOC100132686,100132686,EXACT_SYMBOL,100132686,0,0
LOC100132691,100132691,UNRESOLVED,,0,0
LOC100132701,100132701,UNRESOLVED,,0,0
LOC100132702,100132702,UNRESOLVED,,0,0
LOC100132703,100132703,UNRESOLVED,,0,0
LOC100132705,100132705,EXACT_SYMBOL,100132705,0,0
LOC100132707,100132707,ENTREZ_ID_MATCH,100132707,0,0
LOC100132713,100132713,UNRESOLVED,,0,0
LOC100132715,100132715,UNRESOLVED,,0,0
LOC100132716,100132716,UNRESOLVED,,0,0
LOC100132717,100132717,UNRESOLVED,,0,0
LOC100132724,100132724,UNRESOLVED,,0,0
LOC100132727,100132727,UNRESOLVED,,0,0
LOC100132728,100132728,UNRESOLVED,,0,0
LOC100132733,100132733,UNRESOLVED,,0,0
LOC100132738,100132738,UNRESOLVED,,0,0
LOC100132739,100132739,UNRESOLVED,,0,0
LOC100132740,100132740,UNRESOLVED,,0,0
LOC100132742,100132742,UNRESOLVED,,0,0
LOC100132752,100132752,UNRESOLVED,,0,0
LOC100132760,100132760,UNRESOLVED,,0,0
LOC100132761,100132761,UNRESOLVED,,0,0
LOC100132763,100132763,UNRESOLVED,,0,0
LOC100132767,100132767,UNRESOLVED,,0,0
LOC100132769,100132769,UNRESOLVED,,0,0
LOC100132770,100132770,UNRESOLVED,,0,0
LOC100132771,100132771,UNRESOLVED,,0,0
LOC100132773,100132773,UNRESOLVED,,0,0
LOC100132774,100132774,UNRESOLVED,,0,0
LOC100132779,100132779,UNRESOLVED,,0,0
LOC100132781,100132781,UNRESOLVED,,0,0
LOC100132782,100132782,UNRESOLVED,,0,0
LOC100132784,100132784,UNRESOLVED,,0,0
LOC100132787,100132787,UNRESOLVED,,0,0
LOC100132791,100132791,UNRESOLVED,,0,0
LOC100132793,100132793,UNRESOLVED,,0,0
LOC100132794,100132794,UNRESOLVED,,0,0
LOC100132795,100132795,UNRESOLVED,,0,0
LOC100132797,100132797,UNRESOLVED,,0,0
LOC100132799,100132799,UNRESOLVED,,0,0
LOC100132801,100132801,UNRESOLVED,,0,0
LOC100132802,100132802,UNRESOLVED,,0,0
LOC100132804,100132804,UNRESOLVED,,0,0
LOC100132805,100132805,UNRESOLVED,,0,0
LOC100132807,100132807,UNRESOLVED,,0,0
LOC100132810,100132810,UNRESOLVED,,0,0
LOC100132811,100132811,UNRESOLVED,,0,0
LOC100132813,100132813,UNRESOLVED,,0,0
LOC100132814,100132814,UNRESOLVED,,0,0
LOC100132815,100132815,ENTREZ_ID_MATCH,100132815,0,0
LOC100132816,100132816,UNRESOLVED,,0,0
LOC100132820,100132820,UNRESOLVED,,0,0
LOC100132826,100132826,UNRESOLVED,,0,0
LOC100132829,100132829,UNRESOLVED,,0,0
LOC100132831,100132831,UNRESOLVED,,0,0
LOC100132832,100132832,ENTREZ_ID_MATCH,100132832,0,0
LOC100132833,100132833,UNRESOLVED,,0,0
LOC100132838,100132838,UNRESOLVED,,0,0
LOC100132839,100132839,UNRESOLVED,,0,0
LOC100132843,100132843,UNRESOLVED,,0,0
LOC100132847,100132847,UNRESOLVED,,0,0
LOC100132848,100132848,UNRESOLVED,,0,0
LOC100132856,100132856,UNRESOLVED,,0,0
LOC100132857,100132857,UNRESOLVED,,0,0
LOC100132858,100132858,UNRESOLVED,,0,0
LOC100132859,100132859,UNRESOLVED,,0,0
LOC100132861,100132861,UNRESOLVED,,0,0
LOC100132863,100132863,UNRESOLVED,,0,0
LOC100132864,100132864,UNRESOLVED,,0,0
LOC100132869,100132869,UNRESOLVED,,0,0
LOC100132870,100132870,UNRESOLVED,,0,0
LOC100132878,100132878,UNRESOLVED,,0,0
LOC100132880,100132880,UNRESOLVED,,0,0
LOC100132883,100132883,UNRESOLVED,,0,0
LOC100132884,100132884,UNRESOLVED,,0,0
LOC100132885,100132885,UNRESOLVED,,0,0
LOC100132887,100132887,UNRESOLVED,,0,0
LOC100132888,100132888,UNRESOLVED,,0,0
LOC100132891,100132891,EXACT_SYMBOL,100132891,0,0
LOC100132893,100132893,UNRESOLVED,,0,0
LOC100132894,100132894,UNRESOLVED,,0,0
LOC100132896,100132896,UNRESOLVED,,0,0
LOC100132898,100132898,UNRESOLVED,,0,0
LOC100132899,100132899,UNRESOLVED,,0,0
LOC100132900,100132900,UNRESOLVED,,0,0
LOC100132901,100132901,UNRESOLVED,,0,0
LOC100132904,100132904,UNRESOLVED,,0,0
LOC100132909,100132909,UNRESOLVED,,0,0
LOC100132910,100132910,UNRESOLVED,,0,0
LOC100132911,100132911,ENTREZ_ID_MATCH,100132911,0,0
LOC100132913,100132913,UNRESOLVED,,0,0
LOC100132918,100132918,UNRESOLVED,,0,0
LOC100132919,100132919,UNRESOLVED,,0,0
LOC100132920,100132920,UNRESOLVED,,0,0
LOC100132923,100132923,ENTREZ_ID_MATCH,100132923,0,0
LOC100132932,100132932,UNRESOLVED,,0,0
LOC100132934,100132934,UNRESOLVED,,0,0
LOC100132938,100132938,UNRESOLVED,,0,0
LOC100132939,100132939,UNRESOLVED,,0,0
LOC100132941,100132941,UNRESOLVED,,0,0
LOC100132942,100132942,UNRESOLVED,,0,0
LOC100132944,100132944,UNRESOLVED,,0,0
LOC100132947,100132947,UNRESOLVED,,0,0
LOC100132948,100132948,ENTREZ_ID_MATCH,100132948,0,0
LOC100132952,100132952,UNRESOLVED,,0,0
LOC100132955,100132955,UNRESOLVED,,0,0
LOC100132956,100132956,UNRESOLVED,,0,0
LOC100132957,100132957,UNRESOLVED,,0,0
LOC100132960,100132960,UNRESOLVED,,0,0
LOC100132963,100132963,UNRESOLVED,,0,0
LOC100132964,100132964,UNRESOLVED,,0,0
LOC100132966,100132966,UNRESOLVED,,0,0
LOC100132967,100132967,ENTREZ_ID_MATCH,100132967,0,0
LOC100132972,100132972,UNRESOLVED,,0,0
LOC100132973,100132973,UNRESOLVED,,0,0
LOC100132977,100132977,UNRESOLVED,,0,0
LOC100132979,100132979,ENTREZ_ID_MATCH,100132979,0,0
LOC100132984,100132984,UNRESOLVED,,0,0
LOC100132990,100132990,UNRESOLVED,,0,0
LOC100132992,100132992,UNRESOLVED,,0,0
LOC100132994,100132994,UNRESOLVED,,0,0
LOC100133001,100133001,UNRESOLVED,,0,0
LOC100133002,100133002,UNRESOLVED,,0,0
LOC100133005,100133005,UNRESOLVED,,0,0
LOC100133008,100133008,UNRESOLVED,,0,0
LOC100133012,100133012,UNRESOLVED,,0,0
LOC100133013,100133013,UNRESOLVED,,0,0
LOC100133015,100133015,UNRESOLVED,,0,0
LOC100133017,100133017,UNRESOLVED,,0,0
LOC100133018,100133018,UNRESOLVED,,0,0
LOC100133019,100133019,UNRESOLVED,,0,0
LOC100133020,100133020,UNRESOLVED,,0,0
LOC100133021,100133021,UNRESOLVED,,0,0
LOC100133025,100133025,UNRESOLVED,,0,0
LOC100133033,100133033,UNRESOLVED,,0,0
LOC100133034,100133034,UNRESOLVED,,0,0
LOC100133036,100133036,ENTREZ_ID_MATCH,100133036,0,0
LOC100133042,100133042,UNRESOLVED,,0,0
LOC100133045,100133045,UNRESOLVED,,0,0
LOC100133047,100133047,UNRESOLVED,,0,0
LOC100133049,100133049,UNRESOLVED,,0,0
LOC100133050,100133050,UNRESOLVED,,0,0
LOC100133053,100133053,ENTREZ_ID_MATCH,100133053,0,0
LOC100133055,100133055,UNRESOLVED,,0,0
LOC100133056,100133056,UNRESOLVED,,0,0
LOC100133058,100133058,UNRESOLVED,,0,0
LOC100133060,100133060,UNRESOLVED,,0,0
LOC100133063,100133063,UNRESOLVED,,0,0
LOC100133065,100133065,UNRESOLVED,,0,0
LOC100133067,100133067,UNRESOLVED,,0,0
LOC100133070,100133070,UNRESOLVED,,0,0
LOC100133075,100133075,UNRESOLVED,,0,0
LOC100133076,100133076,UNRESOLVED,,0,0
LOC100133077,100133077,UNRESOLVED,,0,0
LOC100133079,100133079,UNRESOLVED,,0,0
LOC100133080,100133080,UNRESOLVED,,0,0
LOC100133083,100133083,UNRESOLVED,,0,0
LOC100133086,100133086,UNRESOLVED,,0,0
LOC100133090,100133090,UNRESOLVED,,0,0
LOC100133091,100133091,UNRESOLVED,,0,0
LOC100133095,100133095,UNRESOLVED,,0,0
LOC100133099,100133099,UNRESOLVED,,0,0
LOC100133101,100133101,UNRESOLVED,,0,0
LOC100133111,100133111,UNRESOLVED,,0,0
LOC100133116,100133116,UNRESOLVED,,0,0
LOC100133118,100133118,UNRESOLVED,,0,0
LOC100133120,100133120,UNRESOLVED,,0,0
LOC100133123,100133123,UNRESOLVED,,0,0
LOC100133128,100133128,UNRESOLVED,,0,0
LOC100133129,100133129,UNRESOLVED,,0,0
LOC100133130,100133130,EXACT_SYMBOL,100133130,0,0
LOC100133138,100133138,UNRESOLVED,,0,0
LOC100133142,100133142,UNRESOLVED,,0,0
LOC100133144,100133144,UNRESOLVED,,0,0
LOC100133150,100133150,UNRESOLVED,,0,0
LOC100133152,100133152,UNRESOLVED,,0,0
LOC100133154,100133154,UNRESOLVED,,0,0
LOC100133163,100133163,UNRESOLVED,,0,0
LOC100133165,100133165,UNRESOLVED,,0,0
LOC100133166,100133166,UNRESOLVED,,0,0
LOC100133167,100133167,UNRESOLVED,,0,0
LOC100133169,100133169,UNRESOLVED,,0,0
LOC100133171,100133171,UNRESOLVED,,0,0
LOC100133172,100133172,UNRESOLVED,,0,0
LOC100133173,100133173,UNRESOLVED,,0,0
LOC100133176,100133176,UNRESOLVED,,0,0
LOC100133177,100133177,UNRESOLVED,,0,0
LOC100133178,100133178,UNRESOLVED,,0,0
LOC100133179,100133179,UNRESOLVED,,0,0
LOC100133180,100133180,UNRESOLVED,,0,0
LOC100133181,100133181,UNRESOLVED,,0,0
LOC100133182,100133182,EXACT_SYMBOL,100133182,0,0
LOC100133184,100133184,UNRESOLVED,,0,0
LOC100133185,100133185,UNRESOLVED,,0,0
LOC100133189,100133189,UNRESOLVED,,0,0
LOC100133191,100133191,UNRESOLVED,,0,0
LOC100133200,100133200,UNRESOLVED,,0,0
LOC100133205,100133205,ENTREZ_ID_MATCH,100133205,0,0
LOC100133211,100133211,UNRESOLVED,,0,0
LOC100133213,100133213,UNRESOLVED,,0,0
LOC100133214,100133214,UNRESOLVED,,0,0
LOC100133220,100133220,UNRESOLVED,,0,0
LOC100133222,100133222,UNRESOLVED,,0,0
LOC100133224,100133224,UNRESOLVED,,0,0
LOC100133232,100133232,UNRESOLVED,,0,0
LOC100133233,100133233,UNRESOLVED,,0,0
LOC100133234,100133234,UNRESOLVED,,0,0
LOC100133237,100133237,UNRESOLVED,,0,0
LOC100133242,100133242,UNRESOLVED,,0,0
LOC100133243,100133243,UNRESOLVED,,0,0
LOC100133249,100133249,UNRESOLVED,,0,0
LOC100133263,100133263,UNRESOLVED,,0,0
LOC100133264,100133264,UNRESOLVED,,0,0
LOC100133265,100133265,UNRESOLVED,,0,0
LOC100133266,100133266,UNRESOLVED,,0,0
LOC100133270,100133270,UNRESOLVED,,0,0
LOC100133272,100133272,UNRESOLVED,,0,0
LOC100133273,100133273,UNRESOLVED,,0,0
LOC100133275,100133275,UNRESOLVED,,0,0
LOC100133276,100133276,UNRESOLVED,,0,0
LOC100133277,100133277,UNRESOLVED,,0,0
LOC100133280,100133280,UNRESOLVED,,0,0
LOC100133283,100133283,UNRESOLVED,,0,0
LOC100133284,100133284,UNRESOLVED,,0,0
LOC100133286,100133286,UNRESOLVED,,0,0
LOC100133288,100133288,UNRESOLVED,,0,0
LOC100133293,100133293,UNRESOLVED,,0,0
LOC100133298,100133298,UNRESOLVED,,0,0
LOC100133301,100133301,UNRESOLVED,,0,0
LOC100133304,100133304,UNRESOLVED,,0,0
LOC100133308,100133308,ENTREZ_ID_MATCH,100133308,0,0
LOC100133311,100133311,ENTREZ_ID_MATCH,100133311,0,0
LOC100133312,100133312,UNRESOLVED,,0,0
LOC100133313,100133313,UNRESOLVED,,0,0
LOC100133315,100133315,EXACT_SYMBOL,100133315,0,0
LOC100133328,100133328,UNRESOLVED,,0,0
LOC100133329,100133329,UNRESOLVED,,0,0
LOC100133331,100133331,EXACT_SYMBOL,100133331,0,0
LOC100133333,100133333,UNRESOLVED,,0,0
LOC100133348,100133348,UNRESOLVED,,0,0
LOC100133362,100133362,UNRESOLVED,,0,0
LOC100133372,100133372,UNRESOLVED,,0,0
LOC100133373,100133373,UNRESOLVED,,0,0
LOC100133377,100133377,UNRESOLVED,,0,0
LOC100133390,100133390,UNRESOLVED,,0,0
LOC100133398,100133398,UNRESOLVED,,0,0
LOC100133401,100133401,UNRESOLVED,,0,0
LOC100133402,100133402,UNRESOLVED,,0,0
LOC100133403,100133403,UNRESOLVED,,0,0
LOC100133404,100133404,UNRESOLVED,,0,0
LOC100133405,100133405,UNRESOLVED,,0,0
LOC100133408,100133408,UNRESOLVED,,0,0
LOC100133409,100133409,UNRESOLVED,,0,0
LOC100133418,100133418,UNRESOLVED,,0,0
LOC100133419,100133419,UNRESOLVED,,0,0
LOC100133420,100133420,UNRESOLVED,,0,0
LOC100133421,100133421,UNRESOLVED,,0,0
LOC100133422,100133422,UNRESOLVED,,0,0
LOC100133425,100133425,UNRESOLVED,,0,0
LOC100133430,100133430,UNRESOLVED,,0,0
LOC100133431,100133431,UNRESOLVED,,0,0
LOC100133432,100133432,UNRESOLVED,,0,0
LOC100133435,100133435,UNRESOLVED,,0,0
LOC100133438,100133438,UNRESOLVED,,0,0
LOC100133441,100133441,UNRESOLVED,,0,0
LOC100133443,100133443,UNRESOLVED,,0,0
LOC100133444,100133444,UNRESOLVED,,0,0
LOC100133445,100133445,EXACT_SYMBOL,100133445,0,0
LOC100133446,100133446,UNRESOLVED,,0,0
LOC100133447,100133447,UNRESOLVED,,0,0
LOC100133450,100133450,UNRESOLVED,,0,0
LOC100133459,100133459,UNRESOLVED,,0,0
LOC100133463,100133463,UNRESOLVED,,0,0
LOC100133465,100133465,UNRESOLVED,,0,0
LOC100133468,100133468,UNRESOLVED,,0,0
LOC100133469,100133469,UNRESOLVED,,0,0
LOC100133472,100133472,UNRESOLVED,,0,0
LOC100133473,100133473,UNRESOLVED,,0,0
LOC100133477,100133477,UNRESOLVED,,0,0
LOC100133478,100133478,UNRESOLVED,,0,0
LOC100133479,100133479,UNRESOLVED,,0,0
LOC100133482,100133482,UNRESOLVED,,0,0
LOC100133483,100133483,UNRESOLVED,,0,0
LOC100133487,100133487,UNRESOLVED,,0,0
LOC100133489,100133489,UNRESOLVED,,0,0
LOC100133500,100133500,UNRESOLVED,,0,0
LOC100133501,100133501,UNRESOLVED,,0,0
LOC100133502,100133502,UNRESOLVED,,0,0
LOC100133503,100133503,UNRESOLVED,,0,0
LOC100133506,100133506,UNRESOLVED,,0,0
LOC100133510,100133510,UNRESOLVED,,0,0
LOC100133511,100133511,UNRESOLVED,,0,0
LOC100133516,100133516,UNRESOLVED,,0,0
LOC100133517,100133517,UNRESOLVED,,0,0
LOC100133519,100133519,UNRESOLVED,,0,0
LOC100133521,100133521,UNRESOLVED,,0,0
LOC100133528,100133528,UNRESOLVED,,0,0
LOC100133536,100133536,UNRESOLVED,,0,0
LOC100133539,100133539,UNRESOLVED,,0,0
LOC100133542,100133542,UNRESOLVED,,0,0
LOC100133545,100133545,UNRESOLVED,,0,0
LOC100133551,100133551,UNRESOLVED,,0,0
LOC100133553,100133553,UNRESOLVED,,0,0
LOC100133554,100133554,UNRESOLVED,,0,0
LOC100133555,100133555,UNRESOLVED,,0,0
LOC100133556,100133556,UNRESOLVED,,0,0
LOC100133558,100133558,UNRESOLVED,,0,0
LOC100133563,100133563,UNRESOLVED,,0,0
LOC100133564,100133564,UNRESOLVED,,0,0
LOC100133565,100133565,UNRESOLVED,,0,0
LOC100133567,100133567,UNRESOLVED,,0,0
LOC100133568,100133568,UNRESOLVED,,0,0
LOC100133569,100133569,UNRESOLVED,,0,0
LOC100133572,100133572,UNRESOLVED,,0,0
LOC100133576,100133576,UNRESOLVED,,0,0
LOC100133577,100133577,UNRESOLVED,,0,0
LOC100133578,100133578,UNRESOLVED,,0,0
LOC100133580,100133580,UNRESOLVED,,0,0
LOC100133581,100133581,UNRESOLVED,,0,0
LOC100133583,100133583,UNRESOLVED,,0,0
LOC100133584,100133584,UNRESOLVED,,0,0
LOC100133585,100133585,UNRESOLVED,,0,0
LOC100133586,100133586,UNRESOLVED,,0,0
LOC100133588,100133588,UNRESOLVED,,0,0
LOC100133591,100133591,UNRESOLVED,,0,0
LOC100133592,100133592,UNRESOLVED,,0,0
LOC100133596,100133596,UNRESOLVED,,0,0
LOC100133598,100133598,UNRESOLVED,,0,0
LOC100133599,100133599,UNRESOLVED,,0,0
LOC100133600,100133600,UNRESOLVED,,0,0
LOC100133602,100133602,UNRESOLVED,,0,0
LOC100133606,100133606,UNRESOLVED,,0,0
LOC100133607,100133607,UNRESOLVED,,0,0
LOC100133609,100133609,UNRESOLVED,,0,0
LOC100133612,100133612,ENTREZ_ID_MATCH,100133612,0,0
LOC100133616,100133616,UNRESOLVED,,0,0
LOC100133621,100133621,UNRESOLVED,,0,0
LOC100133627,100133627,UNRESOLVED,,0,0
LOC100133629,100133629,UNRESOLVED,,0,0
LOC100133632,100133632,UNRESOLVED,,0,0
LOC100133634,100133634,UNRESOLVED,,0,0
LOC100133636,100133636,UNRESOLVED,,0,0
LOC100133638,100133638,UNRESOLVED,,0,0
LOC100133639,100133639,UNRESOLVED,,0,0
LOC100133641,100133641,UNRESOLVED,,0,0
LOC100133649,100133649,UNRESOLVED,,0,0
LOC100133654,100133654,UNRESOLVED,,0,0
LOC100133655,100133655,UNRESOLVED,,0,0
LOC100133659,100133659,UNRESOLVED,,0,0
LOC100133661,100133661,UNRESOLVED,,0,0
LOC100133662,100133662,UNRESOLVED,,0,0
LOC100133666,100133666,UNRESOLVED,,0,0
LOC100133667,100133667,UNRESOLVED,,0,0
LOC100133669,100133669,EXACT_SYMBOL,100133669,0,0
LOC100133672,100133672,UNRESOLVED,,0,0
LOC100133673,100133673,UNRESOLVED,,0,0
LOC100133678,100133678,UNRESOLVED,,0,0
LOC100133683,100133683,UNRESOLVED,,0,0
LOC100133686,100133686,UNRESOLVED,,0,0
LOC100133690,100133690,UNRESOLVED,,0,0
LOC100133691,100133691,UNRESOLVED,,0,0
LOC100133692,100133692,UNRESOLVED,,0,0
LOC100133695,100133695,UNRESOLVED,,0,0
LOC100133696,100133696,UNRESOLVED,,0,0
LOC100133697,100133697,UNRESOLVED,,0,0
LOC100133714,100133714,UNRESOLVED,,0,0
LOC100133716,100133716,UNRESOLVED,,0,0
LOC100133718,100133718,UNRESOLVED,,0,0
LOC100133719,100133719,UNRESOLVED,,0,0
LOC100133724,100133724,UNRESOLVED,,0,0
LOC100133728,100133728,UNRESOLVED,,0,0
LOC100133729,100133729,UNRESOLVED,,0,0
LOC100133732,100133732,UNRESOLVED,,0,0
LOC100133737,100133737,UNRESOLVED,,0,0
LOC100133739,100133739,UNRESOLVED,,0,0
LOC100133740,100133740,UNRESOLVED,,0,0
LOC100133741,100133741,UNRESOLVED,,0,0
LOC100133744,100133744,UNRESOLVED,,0,0
LOC100133745,100133745,UNRESOLVED,,0,0
LOC100133747,100133747,UNRESOLVED,,0,0
LOC100133752,100133752,UNRESOLVED,,0,0
LOC100133756,100133756,UNRESOLVED,,0,0
LOC100133758,100133758,UNRESOLVED,,0,0
LOC100133760,100133760,UNRESOLVED,,0,0
LOC100133761,100133761,UNRESOLVED,,0,0
LOC100133766,100133766,UNRESOLVED,,0,0
LOC100133767,100133767,UNRESOLVED,,0,0
LOC100133769,100133769,UNRESOLVED,,0,0
LOC100133770,100133770,UNRESOLVED,,0,0
LOC100133771,100133771,UNRESOLVED,,0,0
LOC100133772,100133772,UNRESOLVED,,0,0
LOC100133773,100133773,UNRESOLVED,,0,0
LOC100133774,100133774,UNRESOLVED,,0,0
LOC100133775,100133775,UNRESOLVED,,0,0
LOC100133777,100133777,UNRESOLVED,,0,0
LOC100133779,100133779,UNRESOLVED,,0,0
LOC100133788,100133788,UNRESOLVED,,0,0
LOC100133790,100133790,ENTREZ_ID_MATCH,100133790,0,0
LOC100133795,100133795,UNRESOLVED,,0,0
LOC100133797,100133797,UNRESOLVED,,0,0
LOC100133800,100133800,UNRESOLVED,,0,0
LOC100133802,100133802,UNRESOLVED,,0,0
LOC100133803,100133803,UNRESOLVED,,0,0
LOC100133811,100133811,UNRESOLVED,,0,0
LOC100133812,100133812,UNRESOLVED,,0,0
LOC100133814,100133814,UNRESOLVED,,0,0
LOC100133815,100133815,UNRESOLVED,,0,0
LOC100133817,100133817,UNRESOLVED,,0,0
LOC100133823,100133823,UNRESOLVED,,0,0
LOC100133825,100133825,UNRESOLVED,,0,0
LOC100133827,100133827,UNRESOLVED,,0,0
LOC100133829,100133829,UNRESOLVED,,0,0
LOC100133835,100133835,UNRESOLVED,,0,0
LOC100133836,100133836,UNRESOLVED,,0,0
LOC100133839,100133839,UNRESOLVED,,0,0
LOC100133840,100133840,UNRESOLVED,,0,0
LOC100133842,100133842,UNRESOLVED,,0,0
LOC100133844,100133844,UNRESOLVED,,0,0
LOC100133845,100133845,UNRESOLVED,,0,0
LOC100133846,100133846,UNRESOLVED,,0,0
LOC100133847,100133847,UNRESOLVED,,0,0
LOC100133851,100133851,UNRESOLVED,,0,0
LOC100133854,100133854,UNRESOLVED,,0,0
LOC100133855,100133855,UNRESOLVED,,0,0
LOC100133859,100133859,UNRESOLVED,,0,0
LOC100133860,100133860,UNRESOLVED,,0,0
LOC100133863,100133863,UNRESOLVED,,0,0
LOC100133866,100133866,UNRESOLVED,,0,0
LOC100133875,100133875,UNRESOLVED,,0,0
LOC100133876,100133876,UNRESOLVED,,0,0
LOC100133881,100133881,UNRESOLVED,,0,0
LOC100133882,100133882,UNRESOLVED,,0,0
LOC100133885,100133885,UNRESOLVED,,0,0
LOC100133887,100133887,UNRESOLVED,,0,0
LOC100133888,100133888,UNRESOLVED,,0,0
LOC100133889,100133889,UNRESOLVED,,0,0
LOC100133890,100133890,UNRESOLVED,,0,0
LOC100133892,100133892,UNRESOLVED,,0,0
LOC100133893,100133893,UNRESOLVED,,0,0
LOC100133895,100133895,UNRESOLVED,,0,0
LOC100133896,100133896,UNRESOLVED,,0,0
LOC100133898,100133898,UNRESOLVED,,0,0
LOC100133899,100133899,UNRESOLVED,,0,0
LOC100133904,100133904,UNRESOLVED,,0,0
LOC100133905,100133905,UNRESOLVED,,0,0
LOC100133908,100133908,UNRESOLVED,,0,0
LOC100133910,100133910,UNRESOLVED,,0,0
LOC100133911,100133911,UNRESOLVED,,0,0
LOC100133913,100133913,UNRESOLVED,,0,0
LOC100133915,100133915,UNRESOLVED,,0,0
LOC100133916,100133916,UNRESOLVED,,0,0
LOC100133918,100133918,UNRESOLVED,,0,0
LOC100133920,100133920,EXACT_SYMBOL,100133920,0,0
LOC100133923,100133923,UNRESOLVED,,0,0
LOC100133928,100133928,UNRESOLVED,,0,0
LOC100133930,100133930,UNRESOLVED,,0,0
LOC100133931,100133931,UNRESOLVED,,0,0
LOC100133937,100133937,UNRESOLVED,,0,0
LOC100133939,100133939,UNRESOLVED,,0,0
LOC100133944,100133944,UNRESOLVED,,0,0
LOC100133946,100133946,UNRESOLVED,,0,0
LOC100133947,100133947,UNRESOLVED,,0,0
LOC100133949,100133949,UNRESOLVED,,0,0
LOC100133950,100133950,UNRESOLVED,,0,0
LOC100133952,100133952,UNRESOLVED,,0,0
LOC100133955,100133955,UNRESOLVED,,0,0
LOC100133957,100133957,UNRESOLVED,,0,0
LOC100133959,100133959,UNRESOLVED,,0,0
LOC100133967,100133967,UNRESOLVED,,0,0
LOC100133972,100133972,UNRESOLVED,,0,0
LOC100133975,100133975,UNRESOLVED,,0,0
LOC100133979,100133979,UNRESOLVED,,0,0
LOC100133981,100133981,UNRESOLVED,,0,0
LOC100133982,100133982,UNRESOLVED,,0,0
LOC100133984,100133984,UNRESOLVED,,0,0
LOC100133985,100133985,EXACT_SYMBOL,100133985,0,0
LOC100133990,100133990,UNRESOLVED,,0,0
LOC100133991,100133991,ENTREZ_ID_MATCH,100133991,0,0
LOC100133993,100133993,UNRESOLVED,,0,0
LOC100133994,100133994,UNRESOLVED,,0,0
LOC100133997,100133997,UNRESOLVED,,0,0
