development_gene,development_entrez_ids,gpl570_status,matched_entrez_ids,gse236233_present_all9,eligible_v44
SLC4A1AP,22950,EXACT_SYMBOL,22950,1,1
SLC4A2,6522,EXACT_SYMBOL,6522,1,1
SLC4A3,6508,EXACT_SYMBOL,6508,1,1
SLC4A4,8671,EXACT_SYMBOL,8671,1,1
SLC4A5,57835,EXACT_SYMBOL,57835,1,1
SLC4A7,9497,EXACT_SYMBOL,9497,1,1
SLC4A8,9498,EXACT_SYMBOL,9498,1,1
SLC4A9,83697,EXACT_SYMBOL,83697,1,1
SLC5A1,6523,EXACT_SYMBOL,6523,1,1
SLC5A10,125206,EXACT_SYMBOL,125206,1,1
SLC5A11,115584,EXACT_SYMBOL,115584,1,1
SLC5A12,159963,EXACT_SYMBOL,159963,1,1
SLC5A2,6524,EXACT_SYMBOL,6524,1,1
SLC5A3,6526,EXACT_SYMBOL,6526,1,1
SLC5A4,6527,EXACT_SYMBOL,6527,1,1
SLC5A5,6528,EXACT_SYMBOL,6528,1,1
SLC5A6,8884,EXACT_SYMBOL,8884,1,1
SLC5A7,60482,EXACT_SYMBOL,60482,1,1
SLC5A8,160728,EXACT_SYMBOL,160728,1,1
SLC5A9,200010,EXACT_SYMBOL,200010,1,1
SLC6A1,6529,EXACT_SYMBOL,6529,1,1
SLC6A10P,386757,EXACT_SYMBOL,386757,0,0
SLC6A11,6538,EXACT_SYMBOL,6538,1,1
SLC6A12,6539,EXACT_SYMBOL,6539,1,1
SLC6A13,6540,EXACT_SYMBOL,6540,1,1
SLC6A14,11254,EXACT_SYMBOL,11254,1,1
SLC6A15,55117,EXACT_SYMBOL,55117,1,1
SLC6A16,28968,EXACT_SYMBOL,28968,1,1
SLC6A17,388662,EXACT_SYMBOL,388662,1,1
SLC6A18,348932,EXACT_SYMBOL,348932,1,1
SLC6A19,340024,EXACT_SYMBOL,340024,1,1
SLC6A2,6530,EXACT_SYMBOL,6530,1,1
SLC6A20,54716,EXACT_SYMBOL,54716,1,1
SLC6A3,6531,EXACT_SYMBOL,6531,1,1
SLC6A4,6532,EXACT_SYMBOL,6532,1,1
SLC6A5,9152,EXACT_SYMBOL,9152,1,1
SLC6A6,6533,EXACT_SYMBOL,6533,1,1
SLC6A7,6534,EXACT_SYMBOL,6534,1,1
SLC6A8,6535,EXACT_SYMBOL,6535,1,1
SLC6A9,6536,EXACT_SYMBOL,6536,1,1
SLC7A1,6541,EXACT_SYMBOL,6541,1,1
SLC7A10,56301,EXACT_SYMBOL,56301,1,1
SLC7A11,23657,EXACT_SYMBOL,23657,1,1
SLC7A13,157724,EXACT_SYMBOL,157724,1,1
SLC7A14,57709,EXACT_SYMBOL,57709,1,1
SLC7A2,6542,EXACT_SYMBOL,6542,1,1
SLC7A3,84889,EXACT_SYMBOL,84889,1,1
SLC7A4,6545,EXACT_SYMBOL,6545,1,1
SLC7A5,8140,EXACT_SYMBOL,8140,1,1
SLC7A5P1,81893,EXACT_SYMBOL,81893,0,0
SLC7A6,9057,EXACT_SYMBOL,9057,1,1
SLC7A6OS,84138,EXACT_SYMBOL,84138,1,1
SLC7A7,9056,EXACT_SYMBOL,9056,1,1
SLC7A8,23428,EXACT_SYMBOL,23428,1,1
SLC7A9,11136,EXACT_SYMBOL,11136,1,1
SLC8A1,6546,EXACT_SYMBOL,6546,1,1
SLC8A2,6543,EXACT_SYMBOL,6543,1,1
SLC8A3,6547,EXACT_SYMBOL,6547,1,1
SLC9A1,6548,EXACT_SYMBOL,6548,1,1
SLC9A10,285335,UNRESOLVED,,0,0
SLC9A11,284525,ENTREZ_ID_MATCH,284525,0,0
SLC9A2,6549,EXACT_SYMBOL,6549,1,1
SLC9A3,6550,EXACT_SYMBOL,6550,1,1
SLC9A3R1,9368,EXACT_SYMBOL,9368,1,1
SLC9A3R2,9351,EXACT_SYMBOL,9351,1,1
SLC9A4,389015,UNRESOLVED,,1,0
SLC9A5,6553,EXACT_SYMBOL,6553,1,1
SLC9A6,10479,EXACT_SYMBOL,10479,1,1
SLC9A7,84679,EXACT_SYMBOL,84679,1,1
SLC9A8,23315,EXACT_SYMBOL,23315,1,1
SLC9A9,285195,EXACT_SYMBOL,285195,1,1
SLCO1A2,6579,EXACT_SYMBOL,6579,1,1
SLCO1B1,10599,EXACT_SYMBOL,10599,1,1
SLCO1B3,28234,EXACT_SYMBOL,28234,1,1
SLCO1C1,53919,EXACT_SYMBOL,53919,1,1
SLCO2A1,6578,EXACT_SYMBOL,6578,1,1
SLCO2B1,11309,EXACT_SYMBOL,11309,1,1
SLCO3A1,28232,EXACT_SYMBOL,28232,1,1
SLCO4A1,28231,EXACT_SYMBOL,28231,1,1
SLCO4C1,353189,EXACT_SYMBOL,353189,1,1
SLCO5A1,81796,EXACT_SYMBOL,81796,1,1
SLCO6A1,133482,EXACT_SYMBOL,133482,1,1
SLED1,643036,UNRESOLVED,,0,0
SLFN11,91607,EXACT_SYMBOL,91607,1,1
SLFN12,55106,EXACT_SYMBOL,55106,1,1
SLFN12L,342615,UNRESOLVED,,1,0
SLFN13,146857,EXACT_SYMBOL,146857,1,1
SLFN14,342618,UNRESOLVED,,1,0
SLFN5,162394,EXACT_SYMBOL,162394,1,1
SLFNL1,200172,EXACT_SYMBOL,200172,1,1
SLIC1,124460,ENTREZ_ID_MATCH,124460,0,0
SLIT1,6585,EXACT_SYMBOL,6585,1,1
SLIT2,9353,EXACT_SYMBOL,9353,1,1
SLIT3,6586,EXACT_SYMBOL,6586,1,1
SLITRK1,114798,EXACT_SYMBOL,114798,1,1
SLITRK2,84631,EXACT_SYMBOL,84631,1,1
SLITRK3,22865,EXACT_SYMBOL,22865,1,1
SLITRK4,139065,EXACT_SYMBOL,139065,1,1
SLITRK5,26050,EXACT_SYMBOL,26050,1,1
SLITRK6,84189,EXACT_SYMBOL,84189,1,1
SLK,9748,EXACT_SYMBOL,9748,1,1
SLMAP,7871,EXACT_SYMBOL,7871,1,1
SLMO1,10650,EXACT_SYMBOL,10650,0,0
SLMO2,51012,EXACT_SYMBOL,51012,0,0
SLN,6588,EXACT_SYMBOL,6588,1,1
SLPI,6590,EXACT_SYMBOL,6590,1,1
SLTM,79811,EXACT_SYMBOL,79811,1,1
SLU7,10569,EXACT_SYMBOL,10569,1,1
SLURP1,57152,EXACT_SYMBOL,57152,1,1
SMA3,10571,UNRESOLVED,,0,0
SMA4,11039,EXACT_SYMBOL,11039,0,0
SMA5,11042,EXACT_SYMBOL,11042,0,0
SMAD1,4086,EXACT_SYMBOL,4086,1,1
SMAD2,4087,EXACT_SYMBOL,4087,1,1
SMAD3,4088,EXACT_SYMBOL,4088,1,1
SMAD4,4089,EXACT_SYMBOL,4089,1,1
SMAD5,4090,EXACT_SYMBOL,4090,1,1
SMAD5OS,9597,ENTREZ_ID_MATCH,9597,0,0
SMAD6,4091,EXACT_SYMBOL,4091,1,1
SMAD7,4092,EXACT_SYMBOL,4092,1,1
SMAD9,4093,EXACT_SYMBOL,4093,1,1
SMAGP,57228,EXACT_SYMBOL,57228,1,1
SMAP1,60682,EXACT_SYMBOL,60682,1,1
SMAP2,64744,EXACT_SYMBOL,64744,1,1
SMARCA1,6594,EXACT_SYMBOL,6594,1,1
SMARCA2,6595,EXACT_SYMBOL,6595,1,1
SMARCA4,6597,EXACT_SYMBOL,6597,1,1
SMARCA5,8467,EXACT_SYMBOL,8467,1,1
SMARCAD1,56916,EXACT_SYMBOL,56916,1,1
SMARCAL1,50485,EXACT_SYMBOL,50485,1,1
SMARCB1,6598,EXACT_SYMBOL,6598,1,1
SMARCC1,6599,EXACT_SYMBOL,6599,1,1
SMARCC2,6601,EXACT_SYMBOL,6601,1,1
SMARCD1,6602,EXACT_SYMBOL,6602,1,1
SMARCD2,6603,EXACT_SYMBOL,6603,1,1
SMARCD3,6604,EXACT_SYMBOL,6604,1,1
SMARCE1,6605,EXACT_SYMBOL,6605,1,1
SMC1A,8243,EXACT_SYMBOL,8243,1,1
SMC1B,27127,EXACT_SYMBOL,27127,1,1
SMC2,10592,EXACT_SYMBOL,10592,1,1
SMC3,9126,EXACT_SYMBOL,9126,1,1
SMC4,10051,EXACT_SYMBOL,10051,1,1
SMC5,23137,EXACT_SYMBOL,23137,1,1
SMC6,79677,EXACT_SYMBOL,79677,1,1
SMCHD1,23347,EXACT_SYMBOL,23347,1,1
SMCP,4184,EXACT_SYMBOL,4184,1,1
SMCR5,140771,EXACT_SYMBOL,140771,1,1
SMCR7,125170,ENTREZ_ID_MATCH,125170,0,0
SMCR7L,54471,ENTREZ_ID_MATCH,54471,0,0
SMCR8,140775,EXACT_SYMBOL,140775,1,1
SMEK1,55671,EXACT_SYMBOL,55671,0,0
SMEK2,57223,EXACT_SYMBOL,57223,0,0
SMEK3P,139420,EXACT_SYMBOL,139420,0,0
SMG1,23049,EXACT_SYMBOL,23049,1,1
SMG5,23381,EXACT_SYMBOL,23381,1,1
SMG6,23293,EXACT_SYMBOL,23293,1,1
SMG7,9887,EXACT_SYMBOL,9887,1,1
SMN1,6606,EXACT_SYMBOL,6606,1,1
SMN2,6607,EXACT_SYMBOL,6607,1,1
SMNDC1,10285,EXACT_SYMBOL,10285,1,1
SMO,6608,EXACT_SYMBOL,6608,1,1
SMOC1,64093,EXACT_SYMBOL,64093,1,1
SMOC2,64094,EXACT_SYMBOL,64094,1,1
SMOX,54498,EXACT_SYMBOL,54498,1,1
SMPD1,6609,EXACT_SYMBOL,6609,1,1
SMPD2,6610,EXACT_SYMBOL,6610,1,1
SMPD3,55512,EXACT_SYMBOL,55512,1,1
SMPD4,55627,EXACT_SYMBOL,55627,1,1
SMPDL3A,10924,EXACT_SYMBOL,10924,1,1
SMPDL3B,27293,EXACT_SYMBOL,27293,1,1
SMPX,23676,EXACT_SYMBOL,23676,1,1
SMR3A,26952,EXACT_SYMBOL,26952,1,1
SMR3B,10879,EXACT_SYMBOL,10879,1,1
SMS,6611,EXACT_SYMBOL,6611,1,1
SMTN,6525,EXACT_SYMBOL,6525,1,1
SMTNL1,219537,EXACT_SYMBOL,219537,1,1
SMTNL2,342527,EXACT_SYMBOL,342527,1,1
SMU1,55234,EXACT_SYMBOL,55234,1,1
SMUG1,23583,EXACT_SYMBOL,23583,1,1
SMURF1,57154,EXACT_SYMBOL,57154,1,1
SMURF2,64750,EXACT_SYMBOL,64750,1,1
SMYD1,150572,EXACT_SYMBOL,150572,1,1
SMYD2,56950,EXACT_SYMBOL,56950,1,1
SMYD3,64754,EXACT_SYMBOL,64754,1,1
SMYD4,114826,EXACT_SYMBOL,114826,1,1
SMYD5,10322,EXACT_SYMBOL,10322,1,1
SNAG1,112574,ENTREZ_ID_MATCH,112574,0,0
SNAI1,6615,EXACT_SYMBOL,6615,1,1
SNAI2,6591,EXACT_SYMBOL,6591,1,1
SNAI3,333929,EXACT_SYMBOL,333929,1,1
SNAP23,8773,EXACT_SYMBOL,8773,1,1
SNAP25,6616,EXACT_SYMBOL,6616,1,1
SNAP29,9342,EXACT_SYMBOL,9342,1,1
SNAP47,116841,EXACT_SYMBOL,116841,1,1
SNAP91,9892,EXACT_SYMBOL,9892,1,1
SNAPC1,6617,EXACT_SYMBOL,6617,1,1
SNAPC2,6618,EXACT_SYMBOL,6618,1,1
SNAPC3,6619,EXACT_SYMBOL,6619,1,1
SNAPC4,6621,EXACT_SYMBOL,6621,1,1
SNAPC5,10302,EXACT_SYMBOL,10302,1,1
SNAPIN,23557,EXACT_SYMBOL,23557,1,1
SNAR-I,100170222,UNRESOLVED,,0,0
SNCA,6622,EXACT_SYMBOL,6622,1,1
SNCAIP,9627,EXACT_SYMBOL,9627,1,1
SNCB,6620,EXACT_SYMBOL,6620,1,1
SNCG,6623,EXACT_SYMBOL,6623,1,1
SND1,27044,EXACT_SYMBOL,27044,1,1
SNED1,25992,EXACT_SYMBOL,25992,1,1
SNF8,11267,EXACT_SYMBOL,11267,1,1
SNHG1,23642,EXACT_SYMBOL,23642,0,0
SNHG10,283596,EXACT_SYMBOL,283596,1,1
SNHG11,128439,EXACT_SYMBOL,128439,0,0
SNHG12,85028,EXACT_SYMBOL,85028,1,1
SNHG3,8420,EXACT_SYMBOL,8420,0,0
SNHG3-RCC1,751867,UNRESOLVED,,0,0
SNHG4,724102,EXACT_SYMBOL,724102,1,1
SNHG5,387066,EXACT_SYMBOL,387066,0,0
SNHG6,641638,EXACT_SYMBOL,641638,0,0
SNHG7,84973,EXACT_SYMBOL,84973,1,1
SNHG8,100093630|440957,EXACT_SYMBOL,100093630|440957,1,1
SNHG9,735301,EXACT_SYMBOL,735301,1,1
SNIP,80725,ENTREZ_ID_MATCH,80725,0,0
SNIP1,79753,EXACT_SYMBOL,79753,1,1
SNN,8303,EXACT_SYMBOL,8303,1,1
SNORA1,677792,EXACT_SYMBOL,677792,0,0
SNORA10,574042,UNRESOLVED,,0,0
SNORA11,677799,UNRESOLVED,,0,0
SNORA11B,100124539,UNRESOLVED,,0,0
SNORA11C,100124540,UNRESOLVED,,0,0
SNORA11D,100124541,EXACT_SYMBOL,100124541,0,0
SNORA11E,100124542,EXACT_SYMBOL,,0,0
SNORA12,677800,UNRESOLVED,,0,0
SNORA13,654322,UNRESOLVED,,0,0
SNORA14A,677801,UNRESOLVED,,0,0
SNORA14B,677802,UNRESOLVED,,0,0
SNORA15,677803,UNRESOLVED,,0,0
SNORA16A,692073,EXACT_SYMBOL,692073,0,0
SNORA16B,692157,UNRESOLVED,,0,0
SNORA17,677804,EXACT_SYMBOL,677804,0,0
SNORA18,677805,EXACT_SYMBOL,677805,0,0
SNORA19,641451,UNRESOLVED,,0,0
SNORA20,677806,UNRESOLVED,,0,0
SNORA21,619505,EXACT_SYMBOL,619505,0,0
SNORA22,677807,UNRESOLVED,,0,0
SNORA23,677808,UNRESOLVED,,0,0
SNORA24,677809,EXACT_SYMBOL,677809,0,0
SNORA25,684959,UNRESOLVED,,0,0
SNORA26,677810,UNRESOLVED,,0,0
SNORA27,619499,EXACT_SYMBOL,619499,0,0
SNORA28,677811,EXACT_SYMBOL,677811,0,0
SNORA29,677812,EXACT_SYMBOL,677812,0,0
SNORA2A,677793,UNRESOLVED,,0,0
SNORA2B,677794,UNRESOLVED,,0,0
SNORA3,619562,ENTREZ_ID_MATCH,619562,0,0
SNORA30,677813,UNRESOLVED,,0,0
SNORA31,677814,UNRESOLVED,,0,0
SNORA32,692063,EXACT_SYMBOL,692063,0,0
SNORA33,594839,UNRESOLVED,,0,0
SNORA34,677815,UNRESOLVED,,0,0
SNORA35,677816,UNRESOLVED,,0,0
SNORA36A,677817,UNRESOLVED,,0,0
SNORA36B,677818,UNRESOLVED,,0,0
SNORA36C,100124535,UNRESOLVED,,0,0
SNORA37,677819,EXACT_SYMBOL,677819,0,0
SNORA38,677820,UNRESOLVED,,0,0
SNORA38B,100124536,UNRESOLVED,,0,0
SNORA39,677821,ENTREZ_ID_MATCH,677821,0,0
SNORA4,619568,EXACT_SYMBOL,619568,0,0
SNORA40,677822,EXACT_SYMBOL,677822,0,0
SNORA41,619569,EXACT_SYMBOL,619569,0,0
SNORA42,677823,UNRESOLVED,,0,0
SNORA43,677824,EXACT_SYMBOL,677824,0,0
SNORA45,677826,UNRESOLVED,,0,0
SNORA46,677827,UNRESOLVED,,0,0
SNORA47,677828,UNRESOLVED,,0,0
SNORA48,652965,EXACT_SYMBOL,652965,0,0
SNORA49,677829,UNRESOLVED,,0,0
SNORA50,677830,UNRESOLVED,,0,0
SNORA51,677831,UNRESOLVED,,0,0
SNORA52,619565,EXACT_SYMBOL,619565,0,0
SNORA53,677832,UNRESOLVED,,0,0
SNORA54,677833,UNRESOLVED,,0,0
SNORA55,677834,UNRESOLVED,,0,0
SNORA56,677835,EXACT_SYMBOL,677835,0,0
SNORA57,692158,EXACT_SYMBOL,692158,0,0
SNORA58,677836,UNRESOLVED,,0,0
SNORA59A,677885,UNRESOLVED,,0,0
SNORA59B,677882,UNRESOLVED,,0,0
SNORA5A,654319,UNRESOLVED,,0,0
SNORA5B,677795,EXACT_SYMBOL,677795,0,0
SNORA5C,677796,UNRESOLVED,,0,0
SNORA6,574040,EXACT_SYMBOL,574040,0,0
SNORA60,677837,EXACT_SYMBOL,677837,0,0
SNORA61,677838,EXACT_SYMBOL,677838,0,0
SNORA62,6044,EXACT_SYMBOL,6044,0,0
SNORA63,6043,EXACT_SYMBOL,6043,0,0
SNORA64,26784,EXACT_SYMBOL,26784,0,0
SNORA65,26783,EXACT_SYMBOL,26783,0,0
SNORA66,26782,EXACT_SYMBOL,26782,0,0
SNORA67,26781,EXACT_SYMBOL,26781,0,0
SNORA68,26780,EXACT_SYMBOL,26780,0,0
SNORA69,26779,UNRESOLVED,,0,0
SNORA70,26778,EXACT_SYMBOL,26778,0,0
SNORA70B,100124537,UNRESOLVED,,0,0
SNORA70C,100124538,UNRESOLVED,,0,0
SNORA71A,26777,EXACT_SYMBOL,26777,0,0
SNORA71B,26776,EXACT_SYMBOL,26776,0,0
SNORA71C,677839,UNRESOLVED,,0,0
SNORA71D,677840,UNRESOLVED,,0,0
SNORA72,26775,EXACT_SYMBOL,26775,0,0
SNORA73A,6080,EXACT_SYMBOL,6080,0,0
SNORA73B,6081,UNRESOLVED,,0,0
SNORA74A,26821,EXACT_SYMBOL,26821,0,0
SNORA74B,677841,UNRESOLVED,,0,0
SNORA75,654321,UNRESOLVED,,0,0
SNORA76,677842,ENTREZ_ID_MATCH,677842,0,0
SNORA77,677843,UNRESOLVED,,0,0
SNORA78,677844,EXACT_SYMBOL,677844,0,0
SNORA79,677845,UNRESOLVED,,0,0
SNORA7A,619563,UNRESOLVED,,0,0
SNORA7B,677797,UNRESOLVED,,0,0
SNORA8,654320,EXACT_SYMBOL,654320,0,0
SNORA80,677846,UNRESOLVED,,0,0
SNORA81,677847,EXACT_SYMBOL,677847,0,0
SNORA84,100124534,UNRESOLVED,,0,0
SNORA9,677798,EXACT_SYMBOL,677798,0,0
SNORD10,652966,EXACT_SYMBOL,652966,0,0
SNORD100,594838,UNRESOLVED,,0,0
SNORD101,594837,UNRESOLVED,,0,0
SNORD102,26771,EXACT_SYMBOL,26771,0,0
SNORD103A,692234,UNRESOLVED,,0,0
SNORD104,692227,EXACT_SYMBOL,692227,0,0
SNORD105,692229,UNRESOLVED,,0,0
SNORD107,91380,EXACT_SYMBOL,91380,0,0
SNORD108,338427,UNRESOLVED,,0,0
SNORD109A,338428,UNRESOLVED,,0,0
SNORD109B,338429,UNRESOLVED,,0,0
SNORD11,692058,UNRESOLVED,,0,0
SNORD110,692213,EXACT_SYMBOL,692213,0,0
SNORD111,692214,UNRESOLVED,,0,0
SNORD111B,100113402,UNRESOLVED,,0,0
SNORD112,692215,EXACT_SYMBOL,692215,0,0
SNORD113-1,767561,UNRESOLVED,,0,0
SNORD113-2,767562,UNRESOLVED,,0,0
SNORD113-3,767563,UNRESOLVED,,0,0
SNORD113-4,767564,UNRESOLVED,,0,0
SNORD113-5,767565,UNRESOLVED,,0,0
SNORD113-6,767566,UNRESOLVED,,0,0
SNORD113-7,767567,UNRESOLVED,,0,0
SNORD113-8,767568,UNRESOLVED,,0,0
SNORD113-9,767569,UNRESOLVED,,0,0
SNORD114-1,767577,UNRESOLVED,,0,0
SNORD114-11,767589,UNRESOLVED,,0,0
SNORD114-13,767591,UNRESOLVED,,0,0
SNORD114-17,767595,UNRESOLVED,,0,0
SNORD114-19,767597,UNRESOLVED,,0,0
SNORD114-2,767578,UNRESOLVED,,0,0
SNORD114-24,767604,UNRESOLVED,,0,0
SNORD114-27,767608,UNRESOLVED,,0,0
SNORD114-29,767610,UNRESOLVED,,0,0
SNORD114-3,767579,EXACT_SYMBOL,767579,0,0
SNORD114-30,767611,UNRESOLVED,,0,0
SNORD114-31,767612,UNRESOLVED,,0,0
SNORD114-4,767580,UNRESOLVED,,0,0
SNORD114-7,767583,UNRESOLVED,,0,0
SNORD114-8,767584,UNRESOLVED,,0,0
SNORD115-48,100033822,UNRESOLVED,,0,0
SNORD116-13,100033425,UNRESOLVED,,0,0
SNORD116-2,100033414,UNRESOLVED,,0,0
SNORD116-27,100033439,UNRESOLVED,,0,0
SNORD116-29,100033821,UNRESOLVED,,0,0
SNORD116-4,100033416,EXACT_SYMBOL,100033416,0,0
SNORD117,692233,UNRESOLVED,,0,0
SNORD119,100113378,UNRESOLVED,,0,0
SNORD11B,100113392,UNRESOLVED,,0,0
SNORD12,692057,UNRESOLVED,,0,0
SNORD121A,100113379,UNRESOLVED,,0,0
SNORD121B,100113385,UNRESOLVED,,0,0
SNORD123,100113384,UNRESOLVED,,0,0
SNORD124,100113390,UNRESOLVED,,0,0
SNORD125,100113380,UNRESOLVED,,0,0
SNORD126,100113391,UNRESOLVED,,0,0
SNORD127,100113389,UNRESOLVED,,0,0
SNORD12B,100113393,UNRESOLVED,,0,0
SNORD12C,26765,UNRESOLVED,,0,0
SNORD13,692084,UNRESOLVED,,0,0
SNORD14A,26822,UNRESOLVED,,0,0
SNORD14B,85388,EXACT_SYMBOL,85388,0,0
SNORD15A,6079,UNRESOLVED,,0,0
SNORD15B,114599,UNRESOLVED,,0,0
SNORD16,595097,EXACT_SYMBOL,595097,0,0
SNORD17,692086,UNRESOLVED,,0,0
SNORD18A,595098,EXACT_SYMBOL,595098,0,0
SNORD18B,595099,EXACT_SYMBOL,595099,0,0
SNORD18C,595100,EXACT_SYMBOL,595100,0,0
SNORD19,692089,UNRESOLVED,,0,0
SNORD19B,100113381,EXACT_SYMBOL,100113381,0,0
SNORD1A,677848,EXACT_SYMBOL,677848,0,0
SNORD1B,677849,UNRESOLVED,,0,0
SNORD1C,677850,EXACT_SYMBOL,677850,0,0
SNORD2,619567,EXACT_SYMBOL,619567,0,0
SNORD20,6082,UNRESOLVED,,0,0
SNORD21,6083,EXACT_SYMBOL,6083,0,0
SNORD22,9304,EXACT_SYMBOL,9304,0,0
SNORD24,26820,EXACT_SYMBOL,26820,0,0
SNORD25,9303,EXACT_SYMBOL,9303,0,0
SNORD26,9302,EXACT_SYMBOL,9302,0,0
SNORD27,9301,EXACT_SYMBOL,9301,0,0
SNORD28,9300,EXACT_SYMBOL,9300,0,0
SNORD30,9299,EXACT_SYMBOL,9299,0,0
SNORD31,9298,EXACT_SYMBOL,9298,0,0
SNORD32A,26819,EXACT_SYMBOL,26819,0,0
SNORD32B,692092,UNRESOLVED,,0,0
SNORD33,26818,EXACT_SYMBOL,26818,0,0
SNORD34,26817,EXACT_SYMBOL,26817,0,0
SNORD35A,26816,EXACT_SYMBOL,26816,0,0
SNORD35B,84546,EXACT_SYMBOL,84546,0,0
SNORD36A,26815,EXACT_SYMBOL,26815,0,0
SNORD36B,26814,EXACT_SYMBOL,26814,0,0
SNORD36C,26813,UNRESOLVED,,0,0
SNORD37,26812,UNRESOLVED,,0,0
SNORD38A,94162,UNRESOLVED,,0,0
SNORD38B,94163,EXACT_SYMBOL,94163,0,0
SNORD3A,780851,EXACT_SYMBOL,780851,0,0
SNORD3C,780853,EXACT_SYMBOL,780853,0,0
SNORD3D,780854,EXACT_SYMBOL,780854,0,0
SNORD41,26810,UNRESOLVED,,0,0
SNORD42A,26809,EXACT_SYMBOL,26809,0,0
SNORD42B,26808,UNRESOLVED,,0,0
SNORD43,26807,UNRESOLVED,,0,0
SNORD44,26806,EXACT_SYMBOL,26806,0,0
SNORD45A,26805,EXACT_SYMBOL,26805,0,0
SNORD45B,26804,EXACT_SYMBOL,26804,0,0
SNORD45C,692085,EXACT_SYMBOL,692085,0,0
SNORD46,94161,UNRESOLVED,,0,0
SNORD47,26802,EXACT_SYMBOL,26802,0,0
SNORD48,26801,UNRESOLVED,,0,0
SNORD49A,26800,EXACT_SYMBOL,26800,0,0
SNORD4A,26773,EXACT_SYMBOL,26773,0,0
SNORD4B,26772,UNRESOLVED,,0,0
SNORD5,692072,EXACT_SYMBOL,692072,0,0
SNORD50A,26799,EXACT_SYMBOL,26799,0,0
SNORD50B,692088,EXACT_SYMBOL,692088,0,0
SNORD51,26798,UNRESOLVED,,0,0
SNORD52,26797,UNRESOLVED,,0,0
SNORD53,26796,UNRESOLVED,,0,0
SNORD54,26795,EXACT_SYMBOL,26795,0,0
SNORD55,26811,EXACT_SYMBOL,26811,0,0
SNORD56,26793,UNRESOLVED,,0,0
SNORD56B,319139,UNRESOLVED,,0,0
SNORD57,26792,EXACT_SYMBOL,26792,0,0
SNORD58A,26791,EXACT_SYMBOL,26791,0,0
SNORD58B,26790,EXACT_SYMBOL,26790,0,0
SNORD58C,100124516,EXACT_SYMBOL,100124516,0,0
SNORD59A,26789,UNRESOLVED,,0,0
SNORD59B,692090,UNRESOLVED,,0,0
SNORD6,692075,UNRESOLVED,,0,0
SNORD60,26788,UNRESOLVED,,0,0
SNORD61,26787,EXACT_SYMBOL,26787,0,0
SNORD62B,692093,UNRESOLVED,,0,0
SNORD63,26785,UNRESOLVED,,0,0
SNORD64,347686,UNRESOLVED,,0,0
SNORD65,692106,EXACT_SYMBOL,692106,0,0
SNORD66,692107,UNRESOLVED,,0,0
SNORD67,692108,UNRESOLVED,,0,0
SNORD68,606500,EXACT_SYMBOL,606500,0,0
SNORD69,692109,UNRESOLVED,,0,0
SNORD7,692076,UNRESOLVED,,0,0
SNORD70,692110,UNRESOLVED,,0,0
SNORD71,692111,UNRESOLVED,,0,0
SNORD72,619564,UNRESOLVED,,0,0
SNORD73A,8944,EXACT_SYMBOL,8944,0,0
SNORD74,619498,EXACT_SYMBOL,619498,0,0
SNORD76,692196,EXACT_SYMBOL,692196,0,0
SNORD77,692197,EXACT_SYMBOL,692197,0,0
SNORD78,692198,UNRESOLVED,,0,0
SNORD79,26770,EXACT_SYMBOL,26770,0,0
SNORD8,319103,EXACT_SYMBOL,319103,0,0
SNORD80,26774,EXACT_SYMBOL,26774,0,0
SNORD83A,116937,UNRESOLVED,,0,0
SNORD83B,116938,EXACT_SYMBOL,116938,0,0
SNORD84,692199,EXACT_SYMBOL,692199,0,0
SNORD85,692200,UNRESOLVED,,0,0
SNORD87,641648,EXACT_SYMBOL,641648,0,0
SNORD88B,692203,UNRESOLVED,,0,0
SNORD88C,692204,EXACT_SYMBOL,692204,0,0
SNORD89,692205,EXACT_SYMBOL,692205,0,0
SNORD9,692053,UNRESOLVED,,0,0
SNORD90,692206,UNRESOLVED,,0,0
SNORD91A,692207,UNRESOLVED,,0,0
SNORD91B,692208,UNRESOLVED,,0,0
SNORD92,692209,UNRESOLVED,,0,0
SNORD93,692210,UNRESOLVED,,0,0
SNORD94,692225,UNRESOLVED,,0,0
SNORD95,619570,EXACT_SYMBOL,619570,0,0
SNORD96A,619571,EXACT_SYMBOL,619571,0,0
SNORD96B,692226,UNRESOLVED,,0,0
SNORD97,692223,UNRESOLVED,,0,0
SNORD98,692211,UNRESOLVED,,0,0
SNORD99,692212,UNRESOLVED,,0,0
SNPH,9751,EXACT_SYMBOL,9751,1,1
SNRK,54861,EXACT_SYMBOL,54861,1,1
SNRNP200,23020,EXACT_SYMBOL,23020,1,1
SNRNP25,79622,EXACT_SYMBOL,79622,1,1
SNRNP27,11017,EXACT_SYMBOL,11017,1,1
SNRNP35,11066,EXACT_SYMBOL,11066,1,1
SNRNP40,9410,EXACT_SYMBOL,9410,1,1
SNRNP48,154007,EXACT_SYMBOL,154007,1,1
SNRNP70,6625,EXACT_SYMBOL,6625,1,1
SNRP70,6625,ENTREZ_ID_MATCH,6625,0,0
SNRPA,6626,EXACT_SYMBOL,6626,1,1
SNRPA1,6627,EXACT_SYMBOL,6627,1,1
SNRPB,6628,EXACT_SYMBOL,6628,1,1
SNRPB2,6629,EXACT_SYMBOL,6629,1,1
SNRPC,6631,EXACT_SYMBOL,6631,1,1
SNRPD1,6632,EXACT_SYMBOL,6632,1,1
