null_rep	AB_cosine	AC_cosine	BC_cosine	AB_w1	AC_w1	BC_w1	minimum_pairwise_cosine	maximum_pairwise_w1
87	0.9432669976938676	0.9847465680595081	0.9822751622165343	0.029995383323652737	0.07727286919070923	0.05732665938278775	0.9432669976938676	0.07727286919070923
88	0.970287256914936	0.9915432930999735	0.9771855639773829	0.01941283452087828	0.07575341410979265	0.07037702520736201	0.970287256914936	0.07575341410979265
89	0.98591312641561	0.9963992613291945	0.9917717610421637	0.011145859743459335	0.07770813798890458	0.07157049768403162	0.98591312641561	0.07770813798890458
90	0.9816507134020072	0.9974936655426938	0.9818480472732733	0.019490870824433234	0.08342657357121597	0.07591195676235792	0.9816507134020072	0.08342657357121597
91	0.9844100106222892	0.997366715247257	0.9859960320154199	0.033094202071710974	0.08185298465374388	0.06020538436175456	0.9844100106222892	0.08185298465374388
92	0.9678640210412969	0.9907809264208106	0.9833691383334764	0.017817455588798253	0.07922442803085147	0.06788179161448207	0.9678640210412969	0.07922442803085147
93	0.9729757913868525	0.9945591966255788	0.9837332816968021	0.029244927351628213	0.08674313158088748	0.06999939476685271	0.9729757913868525	0.08674313158088748
94	0.9794921055169434	0.9959432232116259	0.9743461031499435	0.025234912825642893	0.07389231128102901	0.06152011394467273	0.9743461031499435	0.07389231128102901
95	0.9695775063269045	0.9912609813770832	0.9823455013111089	0.03146364920921858	0.08887574230371574	0.07437542522351326	0.9695775063269045	0.08887574230371574
96	0.9883130787133046	0.993810246934342	0.9944062260475482	0.04932740804709606	0.08437729092164327	0.05391492744422397	0.9883130787133046	0.08437729092164327
97	0.9633327788727474	0.9862727455048108	0.9839286774022223	0.010957048297618122	0.06496448169083899	0.06944974895077834	0.9633327788727474	0.06944974895077834
98	0.9619488260302018	0.9828199620021824	0.9928793500683241	0.022683287505636043	0.07009439192599677	0.06289365931668078	0.9619488260302018	0.07009439192599677
99	0.9735166321406399	0.9926821222976963	0.9899116849193119	0.024986178012401432	0.0870702455264431	0.07933426631285323	0.9735166321406399	0.0870702455264431
100	0.978630337440991	0.9945616140394418	0.9772357734055938	0.03406685227935247	0.06692142024336384	0.04831016444841272	0.9772357734055938	0.06692142024336384
