gene	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16
PGLYRP1	-0.08156777906103885	-0.07412128678748167	0.02784444618805242	0.0865695765446865	-0.0041314854437376385	-0.031404826427865545	0.02272954824002145	0.00122271425837933	-0.030843441625819708	0.030497931596732815	-0.007935666233524494	0.025808931003206113	0.04978334506322479	-0.0018173556742434632	0.03185356487941825	-0.01814750974348227
HIST1H2AH	-0.06285916122879753	0.08669450745192288	0.011869870056383116	-0.032593140219915905	-0.05592877188692232	0.09254647450702098	0.08211993356897321	0.08019009423231951	-0.010062492634939016	0.027622113668912478	-0.030280601671508305	0.06683434484916408	-0.05597823200415801	-0.07974565354337974	-0.03059836106628007	0.04280493451473806
PRF1	0.07410233155276236	-0.09428429512173893	-0.04935084598500462	0.003964029457692878	-0.005122256213316883	0.002831845158683271	-0.03887698785378221	0.06237086453616903	-0.04788166560231484	-0.057542174109324086	-0.0005623514731262465	0.07818814403860122	0.03435309067386137	-0.013293774847532372	-0.0910030365130473	-0.024369000018376115
SPTA1	-0.04135853597700105	0.06664185980920671	-0.0848421805237994	0.0639437968489023	0.15201081775776815	0.044488728706980396	-0.0030251220252262576	0.07871137254576926	0.03810067820745027	-0.05686397928830737	0.036788492635609245	-0.013415924201753407	0.0205486576462629	0.02526128893998281	-0.025876484593154586	0.015898337502020556
SLC4A1	-0.0030435753557798203	0.029064180727991436	-0.0779619656544981	0.08187766203822129	0.20154731218455996	0.03790115136133805	0.07220465455128985	0.05220257798853754	-0.024144693342298615	0.03179926394694813	-0.017043836674242693	-0.002941755023873537	0.009907946192503821	0.01942978873819469	-0.017306531491643542	-0.005983180562019756
PCOLCE2	-0.055534908118607	-0.028571067877049407	-0.03119368785036807	0.016053381571111875	-0.009277448757776962	-0.05573073206023795	0.06520791954805222	0.07035253379461602	0.016335423212933697	-0.032221394356142345	0.0070958328952672855	0.021619244172185418	0.06314133052012756	-0.11437422404003009	0.07327262037288376	0.07453887919016838
IL2RB	0.08703005793383152	-0.07428896880151799	-0.007666857514516261	0.010071463988669453	0.005033331481256206	-0.028762446805262614	-0.04158697867578223	0.04328005914280864	-0.043392830286638095	-0.0229948402958578	-0.009358960121617082	0.035966395006988616	-0.0053372476088449665	0.00397404608071788	-0.07039678691245863	0.015419673229609403
AZU1	-0.07659622145661336	-0.06075228457639731	0.015346289220550416	0.07120636382550119	-0.013290773127103703	-0.08204741935610824	0.09395107008349547	-0.003129043491145798	0.04712561238636017	-0.02023434465285013	-0.04129880780227022	-0.03508452976116683	-0.03761325270251201	-0.07703471498638384	-0.019170229411412328	0.03197641106777089
GIMAP4	0.030075855321108548	-0.11337759372651755	-0.09879885862644999	-0.020343300791105374	-0.016063072286088272	0.13259290998158094	-0.002057364680844237	-0.0030350483675804876	0.06196205885621166	0.05186889090087953	0.06377479110212877	0.04158733933180462	0.050628751317233496	-0.09203937443082334	-0.004744398867435572	-0.011858027359786876
CLEC1B	0.057992729816363386	0.0731970395567128	-0.07539785425984433	0.10674459594505199	-0.0794030936365463	-0.03693826471101898	3.5541862262396265e-06	-0.09795973305827949	-0.04065639101444811	0.015496528645830414	0.006398104869938154	0.026585749998170392	-0.03692983734980027	-0.00413411720827661	0.02931037433823955	-0.030694090412537692
MAFB	0.06263197933921823	-0.04510909507104992	0.10219997483564926	-0.004064726050134132	0.06567538559807805	-0.040993483165143424	0.12471128631524246	-0.04455218677233977	0.029539314452509395	-0.019863260242010936	0.11472118055348195	0.012000903175025316	-0.01819509450854181	0.03835297412321893	-0.06262909348576663	0.008053163898433502
XIST	0.01245441118966065	0.04636051843634351	0.0190950214969572	0.03255364861850903	-0.0027183886027687	-0.014971348085017735	-0.10782912263701744	0.013989786451912721	-0.0426430571421493	0.36475782841632043	0.12114404777332768	-0.185208190612776	0.08225677370749795	0.022398756864508762	-0.19408452889897923	0.11556365042630619
TSPAN9	0.06584127063115008	0.057861471780111105	-0.06631381673185742	0.10621140010626041	-0.07235501041257901	-0.023121841909588978	0.0052435513768432215	-0.123157327390233	-0.039382644778316836	0.0015349789482103067	0.007263601204348781	0.026551055473530843	-0.02750461837923646	-0.0020769887876067486	0.027621409556762195	0.002795766248141781
RNASE3	-0.07309868153985417	-0.07563907497764746	0.014984354906549502	0.09603464712516355	-0.027158906965060875	-0.04419231241775547	0.07104013024020468	-0.01340725879181778	0.03713840126507489	-0.009330601444173709	-0.03631336978458429	-0.05046783452558798	-0.06823079080771223	-0.0584403624142315	-0.014143568272292462	0.027586907960948048
GJB6	-0.04485225308920814	0.049091425217721446	0.1361047220923756	0.08365664251601773	0.04219659157380697	0.005107566465718762	-0.023020864437688898	-0.023891104497136696	0.02602543752501927	0.08520054550542476	0.009798605255419925	0.028865804902622624	0.004575227063725018	0.006638967041939507	-0.004352084672205013	-0.02626462064141773
HBEGF	0.048475063094619804	0.02451044443784187	0.13522865899773798	0.007798227861028684	0.07446261647320643	-0.07193701102689055	0.0751698487055191	0.027740747705733614	-0.08502071021336453	-0.014069565567646441	0.13833179330869824	-0.026069590989659646	0.00355049246834805	0.07143705160999629	0.017525094806305572	0.02593922166092996
