i,j,overlap,same_repeat
9,52,0.712794167445903,0
9,53,0.7201713356621084,0
9,54,0.7275990294510226,0
9,55,0.694141319919793,0
9,56,0.7012922318254131,0
9,57,0.5545069587720717,0
9,58,0.8203262256350154,0
9,59,0.6974836533033322,0
9,60,0.7307531874363282,0
9,61,0.6575008922496222,0
9,62,0.693197312283999,0
9,63,0.7406008937760216,0
9,64,0.7190081142613763,0
9,65,0.7156513900444218,0
9,66,0.7128326379099522,0
9,67,0.6592356473483557,0
9,68,0.7026970206273004,0
9,69,0.6940684142418775,0
9,70,0.6672079647655256,0
9,71,0.7306604174024631,0
9,72,0.7045027590935058,0
9,73,0.7094669338456003,0
9,74,0.7110389993492194,0
9,75,0.6390749486210404,0
9,76,0.6613308131237754,0
9,77,0.7433071331495487,0
9,78,0.7069298489431554,0
9,79,0.7664357362481509,0
9,80,0.660972135417304,0
9,81,0.7219941124514311,0
9,82,0.7492174835146848,0
9,83,0.7370188665001203,0
9,84,0.7073303523655353,0
9,85,0.6332087384871015,0
9,86,0.748320024063311,0
9,87,0.6456856571640976,0
