null_rep	AC_spectrum_cosine	AC_distance_w1	BC_spectrum_cosine	BC_distance_w1
283	0.5981087332796587	0.18791338776231528	0.5482540339702067	0.15439615055986722
284	0.5954632389877489	0.19218852565679778	0.5456936729652583	0.15867283515859898
285	0.6096199056020013	0.18358238689909007	0.5601194015502667	0.1500601580222962
286	0.5937268892537796	0.1978144638335357	0.5435376738197015	0.16429844366546317
287	0.6064798214987971	0.18864514702211735	0.5577673424723094	0.15512867268810204
288	0.6043476659338071	0.18944241817637233	0.5550322668192946	0.15592632742361826
289	0.5817308854228064	0.19183047519593746	0.5318486944721816	0.15831012021152174
290	0.6019492103144322	0.19119836639889953	0.5521708688022076	0.15767971072214376
291	0.5964490522081997	0.19141361395294593	0.5466718875636568	0.1578944106361132
292	0.6003716968645968	0.19432182421676686	0.5507977996832426	0.16080611106104425
293	0.6014745933126152	0.18434883773623037	0.5523989234926923	0.1508317771092281
294	0.5950457876444749	0.17928696733688268	0.5454141070507886	0.14576758675228768
295	0.5992661550713515	0.18502146566440292	0.5499111469116731	0.15149513444430848
296	0.6014157766059356	0.19288389113415624	0.5515234168761843	0.15936801642596582
297	0.5945365355264031	0.18873007700132008	0.5443155855106054	0.15521302225652187
298	0.592589154410697	0.19112279718284067	0.5424282403471199	0.15760329233895765
299	0.5966685183328249	0.19148785053821812	0.5465920670824697	0.15797311781660886
300	0.5911921203594674	0.18998850743804296	0.5409743923140246	0.15646991138751284
301	0.6078360751986939	0.1911115926770435	0.5587448629449611	0.15759482405986944
302	0.59998791058041	0.19415633702070342	0.5494677237458588	0.16063289457144472
303	0.6071681108037422	0.18930213225279818	0.5585604124297032	0.15578462373940918
304	0.6049522151718726	0.19392857408883013	0.5554134374503253	0.16041236272226234
305	0.6083315863628348	0.18809473774223312	0.5591974006035666	0.15457895084420253
306	0.5936843194027479	0.1914770387548358	0.5433370441293626	0.15796093152798668
307	0.5922112737540749	0.1917270672406528	0.5416638435369499	0.15821186048419655
308	0.5958359022551967	0.1945659243120607	0.5460288386480874	0.1610487746812054
309	0.589114194977812	0.1893758356947315	0.5392528100808371	0.1558612088995351
310	0.5946875314195642	0.19122622101873657	0.5451004796970199	0.15771046917165582
311	0.5898083309226932	0.18918856412279722	0.5402898933019606	0.15567363858286978
312	0.606707265345404	0.17434430915935495	0.5584529186975838	0.1408268896448581
313	0.596369642420014	0.18592311935628117	0.546726270433016	0.15240013974050184
314	0.5976066349984838	0.19675933028462517	0.5478556275087084	0.16323471749789495
315	0.6024689820103528	0.19520701792539788	0.5533426177507462	0.16169111330192637
316	0.6186313585810637	0.17810522105182147	0.5701216638627243	0.14458936647503254
317	0.597903740735867	0.18881251057313259	0.547987198535079	0.1552968365650934
318	0.6040750434077233	0.18622602774850608	0.5541057976850243	0.15271145221432325
319	0.5938079005270865	0.18575059280009687	0.5437337637459249	0.15223411890330923
320	0.5922719876041808	0.18724780610931072	0.5428378311890732	0.15373211010031676
321	0.5919293539607821	0.1839686732886909	0.5419171423472715	0.150452857969659
322	0.6132437210488272	0.18106323643979672	0.5652044564452796	0.14754115332404932
323	0.5895631381573792	0.18501470573245413	0.5390679420060079	0.15149440920521168
324	0.5939160567084792	0.18096766044440948	0.5435621482465011	0.1474518782034277
325	0.5999572777279276	0.19634729705237242	0.5501949362730738	0.1628299660775157
326	0.6093792080318399	0.18912190251845218	0.5608662424894413	0.15560689265409608
327	0.6064951118758083	0.18510143016505382	0.5570465336008222	0.15158183637786532
328	0.6049538552851244	0.1877152515954481	0.5549550732231726	0.15419773043017537
329	0.5875551474096053	0.1798948713520457	0.5377565966026295	0.14637523735829727
330	0.6069289592969069	0.1918489754329503	0.5574929933584593	0.15833369176088383
331	0.6052909264802487	0.17446647599528337	0.5557477585198589	0.14094911396746537
332	0.6075826229392324	0.18479673264539662	0.5585627013681138	0.15128054596975427
333	0.5941883150690821	0.18421659841976382	0.5448538810898461	0.1507014685163342
334	0.5922262758934059	0.18502313960912287	0.5421831638074667	0.15150785088336396
335	0.6042644933676355	0.18798027860238128	0.5545036879351062	0.15446352725034077
