null_rep,mean_normalized_projector_overlap,median_normalized_projector_overlap
384,0.05623537714126925,0.05604633269550824
385,0.056237189810292375,0.056076810833347465
386,0.056300848138244076,0.05620667502948487
387,0.05627072497851803,0.056196935614348256
388,0.0562950118664593,0.05623312681170938
389,0.05603910695189541,0.055798044743291135
390,0.05626685642244144,0.05612903985031429
391,0.05621975773409141,0.0560753493404409
392,0.05614732305765698,0.05586565530463876
393,0.056239122469067336,0.056112865696056384
394,0.056213119384435906,0.056186336958110504
395,0.05612319686561328,0.055978032113465456
396,0.05625417290522663,0.05619687450644432
397,0.056233499128667666,0.05612482317251239
398,0.05618096283404143,0.05609354294097871
399,0.056116008856797,0.05599420653319301
400,0.05617892965064461,0.05598075827926598
401,0.05617136941351412,0.05610536065603925
402,0.05606919898995365,0.05591346495622272
403,0.05618003024669027,0.056052657707026304
404,0.05631274016679286,0.05623808605697968
405,0.05612808162197238,0.055938279609151195
406,0.05624734765060451,0.05617027009175473
407,0.05624064434436223,0.05606151458728243
408,0.05621568087229147,0.056227014685124255
409,0.05617398704082437,0.056105356258477145
410,0.056063297916734284,0.055954617903971306
411,0.056126772964924916,0.05595726254431048
412,0.056350473977364215,0.056210207234297836
413,0.056103160333270646,0.0559874689886626
414,0.05616056710541459,0.05602879236202442
415,0.05612292065204857,0.05600543405602225
416,0.05626864020978958,0.05610604758137222
417,0.056129075337084826,0.0560777216421358
418,0.05611560065939063,0.055939812289771434
419,0.056218245655329,0.05602638534829438
420,0.05612434200042817,0.05607953663855446
421,0.056125746086864006,0.05597446404450265
422,0.05608954409598589,0.05599000911420288
423,0.056245884209561635,0.056223243807330764
424,0.056201731438147384,0.056149187144219244
425,0.056072356071619076,0.0559476951630295
426,0.056192770130507406,0.056067023800853114
427,0.05621301436709892,0.056090185888957485
428,0.05611040960238461,0.05611530963752029
429,0.05608137359322558,0.0560722534966984
430,0.05625686540104961,0.05605559770346741
431,0.056207714627367365,0.05606173806210951
432,0.05617023922617931,0.05605208042264395
433,0.056180202645197796,0.056195770032300627
434,0.05626032344873029,0.056050916229899196
435,0.05623084681878634,0.05612110362069777
436,0.05617943971517436,0.05604140410119131
437,0.056095101993065784,0.055873267974360145
438,0.0560849119209279,0.05599554496743028
439,0.056142913922140596,0.055928434990171604
