gsm	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	mean_knn_distance	density_proxy	local_anisotropy	distance_to_centroid
GSM3737753	-2.6527227147009667	-3.351617432800006	-0.8704596189353276	1.5187917955429235	-3.4615525217783247	-1.6111058539036558	-1.9025011208641711	-1.6215135767866737	-2.5226001416887445	-2.702939250744371	-0.5656373338240163	-0.6865793967399887	0.9910741965518894	0.8146498415703977	0.5219881073876326	-0.8257593942008397	8.892052229173249	0.11245997821729663	0.3110330654572094	7.69561511055244
GSM3737754	12.840129954529688	0.6989322532887297	3.8207347625798698	2.2424390946294586	2.824585065493929	0.8697501276192975	4.156019255243616	0.6599487643516999	-0.7460540892510529	-2.3770050461266945	1.6121557689440096	-1.7961758141515405	1.6064772323221854	0.22100148034612657	-0.4638831499429846	-2.123536368349111	12.456417631896976	0.08027990306291863	0.3507153223250484	15.192531512888374
GSM3737755	11.720215415479686	-5.465577757213003	-2.337894354451761	0.11514497417669942	-4.128667923382672	9.250115009497046	-1.6078547926426605	0.07312183059335922	-0.5364011522106026	1.8735286117585603	-1.4362900569858126	-1.5183487099697535	0.015422095685350143	0.4209343083169852	-1.1729767443011878	-1.1120103277657518	13.631341354741341	0.0733603519988222	0.37616813493195056	16.996237256010115
GSM3737756	3.683896329570839	-2.2440742656714687	5.441451198856968	-0.5761645830960647	-1.2081868274742718	-4.707794260119723	-1.659811758258585	-2.7057363675917623	0.4015536105949446	-2.2562855486216735	-1.761543469505816	2.2328266908492083	0.3197188933611781	2.079107691070735	-1.9274610469517686	2.037357459262129	10.594585739950562	0.09438783398854933	0.27566897878184216	10.386472235282216
GSM3737757	2.5326753324187123	-5.200224415310504	4.544997482286286	-4.5935018591313534	-0.5139723108040077	-3.4276962461400666	4.5545076341159865	-3.1420598920724365	-0.5575816291673545	-1.1641903239449638	2.278763179668237	-0.5773210973132472	3.162301666851817	-0.7210778215463625	1.0974792980711732	0.18208487376351112	11.22876593053449	0.0890569815228405	0.36106430898754516	11.695871383926352
GSM3737758	-3.6418596877667193	-2.372237395967123	3.6563340723674567	-0.6911534994343488	0.45259783878381393	0.1679672421698427	-1.7116467389400227	0.33929635075033404	-2.5362577279847933	-0.9346752344743923	-1.4607700605723095	0.019779880158481852	0.050720543194041894	1.4073002227980382	1.1310253513549187	-0.39532437892396993	8.183906262570021	0.12219103786335943	0.2984322436502356	6.990998948519835
GSM3737759	3.6662687212264475	-2.6365523753530185	0.5864210653339589	6.99225006548851	6.649741361633646	3.7908741659675727	0.3346683346794467	0.25507935360718287	-2.6442963587694908	1.68094138904581	-2.104476254911066	-4.0145068883363715	1.5154710290320148	2.4392972573404545	0.1302583188547392	1.7293900264965645	12.988315204707163	0.07699227992538307	0.2880416217050224	13.03889468441954
GSM3737760	1.0911345161420487	-5.865257018298701	-5.9207274792854045	0.3643931488166589	-0.22460443390073376	-4.137222758223836	-1.563978131858074	1.4138740749759233	3.124122543438819	2.065028102380021	2.889157326596595	0.5522938523841122	2.113263868996084	0.5136113272688966	0.43724066734818967	3.0405456656344603	10.765232691488787	0.09289162888142005	0.5332238912998736	11.368124598294376
GSM3737761	2.7783115240038736	-3.950471597795438	-0.44640959557434184	0.02803602982566805	-6.153984795955114	-4.048699792902708	-1.7974918945675125	2.420303769582765	0.32115894711505605	1.9890427460632016	2.21613823053606	1.0596064599401958	0.6875533799194181	2.431273724489695	0.0625248723173582	1.3889214821347518	10.3849475268703	0.09629321644740872	0.32785152637753373	10.260992012665026
GSM3737762	-9.253141023154802	-2.078806600830742	1.7093517400589386	-3.4427172201049125	-2.4702366362279675	2.425012818965737	-2.0066556893424368	-1.9160834750357825	-1.3179248786333957	2.1915042808171945	0.4105835089308703	-1.9888623293158256	-0.2543687390788262	0.7072054044000091	-0.6273154019229703	-0.6306395835444449	8.417241535167573	0.11880376674731752	0.37141525578169915	11.67976382789816
GSM3737763	-6.504532798952577	1.944930622334603	3.950710714432024	0.5409348798703075	2.5376733173032506	0.4924482312214011	-1.098409334686098	-1.028979811088192	-1.0291272102025297	0.24442008285861752	-1.0527421717268068	-3.19052937022702	0.843341249655109	2.960246490915904	0.5311706147444103	-0.1483087496299181	8.4495012654948	0.11835018051107683	0.28427291254467446	9.650131117622356
