resample,n_samples,n_gcb,n_abc,overlap_fraction_with_frozen16,panel,null_panel,coupling_mean,coupling_median,coupling_max,topP_abs_fraction
49,280,146,134,0.3125,CXCL8|MMP3|MLK7-AS1|PDZRN4|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|MMP13|KRT13|UMODL1|LILRA4|NPIPA5///NPIPB6///NPIPB8///NPIPB3|TCL1B|MMP20|IGLJ3///IGLV@///IGLC1|KRT14|CETP|PNMAL1,ANKRD36BP2|SNX29P1///SNX29P2|CTCFL|MGST1|RPS4Y1|XIST|TXLNGY|C2orf40|HLA-DQA1|PPBP|MARCO|MT1M|VPREB3|LINC01102|CLGN|MMP13,0.05828464136215755,0.057024233165518856,0.1036166367714912,0.3923797236865426
50,280,146,134,0.25,FOXG1|DNER|CPXM1|NMU|NME8|CAMP|TCL1B|NOL4|LOC101929272|SPIC|MGST1|RASSF6|MLK7-AS1|SOST|TCL1A|ASZ1,LINC00996|CENPV|SFRP4|PROK2|HTR3A|MAGEB2|PCSK1|CTTNBP2|LILRA3|CCL22|BIK|CXCL6|EPHB1|IGLJ3///CKAP2|HK3|C1QA,0.05831272400071241,0.05676867032037337,0.10499100513789703,0.3917559561078707
51,280,146,134,0.25,UMODL1|LINC01619|RGS13|UGT2A3|DNER|LOC283454///HRK|HLF|MMP13|LGSN|LOC613266|IGHD|ZNF883|RASSF6|CCR10|HBA2///HBA1|LILRA3,MLK7-AS1|LOC102724689|IGK///IGKC|TCL1B|LOC101930114|FSTL5|ZYG11A|LRRN1|CTCFL|INHBA|SPINK2|PABPC5|LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1|JCHAIN|UGT2B17|H2AFB1///H2AFB2///H2AFB3,0.05824239166609052,0.05649116921301806,0.10917209681293095,0.4003687569947871
52,280,146,134,0.3125,SI|HTR3A|NME8|UMODL1|LOC101930067|FHOD3|LILRA4|RGS13|TCL1A|EML6|LRRN1|MMP13|LOC283454///HRK|LOC613266|MAGEB2|ZNF711,VSIG4|MAGEA1|KCCAT333|LRP1B|HLA-DQB1|LOC101928524|AP3D1|LINC01021|FABP4|LOC440864///MSH6|MMP12|STAG3|GJB2|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|LOC102725426///MIR8071-2///MIR8071-1///IGHM///IGHG1|NMU,0.05828701389047409,0.05563393544352671,0.11256782089859348,0.3927220278041522
53,280,146,134,0.0,PDZRN4|KRT5|NOL4|KRT6A|FABP4|LOC101929272|ICOS|KRT14|MUM1L1|ABCG5|LOC101930114|CCL17|SUSD5|TMEM52B|LOC101928173|KCNK12,EPYC|LINC01021|LRRN1|LOC101928173|SFRP4|FAM30A|CLIP2|OVAAL|P2RY12|GOLIM4|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|SEC31B|LOC100130744|IL22RA2|APELA|HMCN1,0.0582682697595781,0.05763420286894348,0.10649409775818104,0.40015795970467766
54,280,146,134,0.25,IGHD|KRT14|CCL17|UMODL1|DNER|LILRA4|KRT6A|SYT17|HTR3A|EPHB1|KRT13|IGK///IGKC|CRYBA4|TCL1A|PXDNL|CLU,TAC1|SPRR1B|COMP|MARCO|CD74|S100A8|HBB|PRAME|LOC102724689|KRT13|EPYC|AICDA|EPCAM|ZNF876P|UHMK1|SHISA3,0.05824649412597734,0.05656932449114031,0.10978229998993216,0.4113273092464804
55,280,146,134,0.1875,RAB25|CCDC110|MYL2|RGS13|CLIP2|SPIC|NOL4|CCL17|SCARA5|MAGEA6|NLRP7|HLF|DNAH8|UGT2B17|MAGEB2|RNF183,S100Z|LOC100505878|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|HIST1H3B|EIF1AY|HLA-DQA1|MFAP4|LINC01268|LHX8|CILP|HEPACAM2|CNTN3|MYOCD|SACS-AS1|PROK2|S100A8,0.058282324709682906,0.05604887194876955,0.11160837753001333,0.39126574996607083
56,280,146,134,0.3125,LOC283454///HRK|MGST1|OLFM4|UMODL1|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|SSX4B///SSX4|TCL1A|RGS13|PCSK1|JCHAIN|CTTNBP2|MMP20|IGKV1OR2-108|LINC01095|UGT2B17|CYS1,HPDL|CTTNBP2|RGS13|JCHAIN|CTAG2|MATN3|VPREB3|OVAAL|MYOT|MME|MYOCD|PDZRN4|TRPM4|RASSF6|CAMP|NPY1R,0.05830772370613263,0.05764243983435946,0.09556116979483908,0.3885789672053928
57,280,146,134,0.125,FHOD3|SI|MMP3|DNER|MYOT|HEPACAM2|FCRL4|NPIPA5///NPIPB6///NPIPB8///NPIPB3|PXDNL|IGLJ3///CKAP2|KRT13|ICOS|COL11A1|LEP|LOC100509457///HLA-DQA1|IGHV4-31///IGHM///IGHG3///IGHG1///IGHA1,DMRT1|UGT2A3|STXBP6|ICOS|IGHV1-69|MGST1|FSTL5|PXDNL|H2AFB1///H2AFB2///H2AFB3|HEPACAM2|PSMA8|IL17RB|CCR10|LGSN|MUC16|NPIPA5///NPIPB5///NPIPB11///NPIPB8///LOC613037///NPIPB4///NPIPB3,0.058294004463113405,0.05754469864286302,0.10505872323517922,0.3885992035769332
58,280,146,134,0.125,ZIC2|SYT17|MAGEA6///MAGEA3|JCHAIN|ZNF711|SAXO2|MMP20|DNAH8|TNFRSF17|LOC283454///HRK|FCER2|BIK|RASSF6|SFRP4|ASZ1|MMP3,S100A9|PITX1|S100Z|CNTN3|VSIG4|FCAMR|MMP20|PRCAT47|MAGEB2|PTPRD-AS1|SACS-AS1|LOC101930415|NOL4|TRPM4|MGST1|MIS18BP1,0.05830513272477443,0.0572144703886726,0.10259592459312486,0.40425760806323696
59,280,146,134,0.375,CCL17|EML6|MMP20|LRRN1|RNF183|TCL1A|SYT17|C12orf77|CAMP|RASSF6|ADIRF|DNER|CTAG2|BEX2|FAR2P3///FAR2P2|ICOS,LILRA3|FAM111B|TXLNGY|LOC101929272|LINC01102|LGALS2|MMP12|FHOD3|HTR2B|TRPM4|H2AFB1///H2AFB2///H2AFB3|SDR16C5|ZYG11A|NCKAP5|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|IGHV1-69,0.058312267001012205,0.0570913221782362,0.10074466054899461,0.3957736582119723
60,280,146,134,0.125,LILRA3|ICOS|HEPACAM2|DNAH8|IGLJ3///IGLV@///IGLC1|DHRS9|TCL1A|LOC102724689|HTR3A|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|HPR///HP|MMP20|PNMAL1|PITX1|LOC101930114|MMP3,GPAT2|PITX1|DNAH8|BEX2|LINC01021|SPINK2|LOC101930415|HIST1H1B|TFPI2|LOC105375172|CPXM1|FCRL4|KCNK12|LINC01619|NOL4|MMP12,0.058245351514386604,0.0575233841117843,0.10128222589936456,0.37821236772662314
61,280,146,134,0.375,LOC283454///HRK|LRP1B|TCL1A|TCL1B|NOL4|EPYC|UMODL1|CLGN|MMP20|LOC100505878|CNTN3|DNER|SFTA2|STAG3|JCHAIN|CXCL6,ASPN|AP3D1|ZIC2|HK3|LINC01021|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|SERPINA9|MYOCD|GOLIM4|FAM30A|IGK///IGKC|NME8|MAGEA4|AQP9|TXLNGY|PNMAL1,0.05831991330199041,0.05768556696879576,0.09866423209159354,0.4235933838579309
62,280,146,134,0.25,IGLJ3///IGLV@///IGLC1|ASMT|TCL1A|C17orf99|CCDC110|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|PLAC8|MAL2|TNFRSF17|MYOT|FDCSP|MMP3|DNER|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|UMODL1|LINC00996,FAR2P3///FAR2P2|LHX8|CTGF|PDGFRL|ASB5|S100A8|TCL1A|ANKRD36BP2|GJB2|LOC440864///MSH6|TSIX|MMP1|LTF|C1QA|EPHB1|PCSK1,0.05829817003561877,0.05708070931347659,0.09999562736584991,0.39853918280246337
63,280,146,134,0.3125,PTPRR|BTBD16|DNER|TCL1B|TCL1A|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|LOC100505878|FAM167A-AS1|GPAT3|UMODL1|CAMP|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|LINC01405|FAM9C|RASSF6|CKAP2///IGLC1,PTPRR|FCER2|FAM129C|GPAT3|HIST1H1B|PLAC8|MYOCD|PKHD1L1|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|CILP|DPEP2|EML6|VSIG4|LOC283454///HRK|LIN28B|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1,0.05830103709087299,0.057302102105596095,0.11607916496452136,0.41348399072600134
64,280,146,134,0.1875,MUC16|RASSF6|KRT5|LILRA4|FCER2|NMU|UMODL1|LOC101929219///C1orf186|ITIH3|LOC105375172|C3orf67|MMP20|DNER|FAM167A-AS1|S100A2|EPHB1,MARCO|FAM111B|C1QA|SDR16C5|CCL22|CXCL14|RASSF6|S100A9|LINC01268|NLRP11|CAMP|C1QB|FCER2|ZYG11A|MYOCD|CENPV,0.05829103943892645,0.05756342875954437,0.1184915260894314,0.40336032378878317
65,280,146,134,0.5,LOC283454///HRK|CENPV|UMODL1|TCL1A|HLF|BEX2|PNMAL1|BIK|ZNF711|USP9Y|MMP20|SPIC|IGHD|EML6|MYOCD|TCL1B,ZNF711|PRCAT47|ORM2///ORM1|SMC3|LINC01021|FDCSP|LOC100509457///HLA-DQA1|VSIG4|MAGEB1|SPINK2|S100A8|XIST|MYOCD|FAM167A-AS1|KRT6A|HIST1H1B,0.058262847623673786,0.057151871053600506,0.10124065388966381,0.3886657452670571
66,280,146,134,0.3125,TCL1B|UMODL1|KCCAT333|DNAH8|HTR3A|KRT13|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|JCHAIN|KRT5|ASZ1|DAPL1|CCL22|LILRA3|LOC101928173|MMP20|ACTA1,ANKRD36BP2|PROK2|LINC01405|LAMP5|WFDC21P|CTCFL|XIST|COL9A3|ASB5|NTN4|KLRC2///KLRC1|LINC00877|LINC01268|CCL22|SYT17|GPM6A,0.05830334274089739,0.059111146630715,0.1061759663668868,0.4100993956880872
67,280,146,134,0.1875,TCL1B|IGHV1-69|DNER|SMPX|KRT5|KRT6A|MMP3|LEP|UMODL1|MAGEA6///MAGEA3|CNTN3|RAB25|FCER2|CENPV|ORM2///ORM1|ZNF711,ELOVL7|LOC102724689|MMP3|FDCSP|LOC283454///HRK|FAM9C|P2RY12|EPHA4|LOC101928173|GPAT3|XIST|S100A2|MMP1|MAGEB18|ORM1|MAGEA6///MAGEA3,0.058321977830609176,0.05699274057109331,0.10585036344457333,0.3954043281745297
68,280,146,134,0.3125,LOC105375172|BTBD16|SACS-AS1|DNER|EPHB1|FCER2|BIK|KCCAT333|MYOCD|IGHD|RNF183|UGT2B17|KRT14|CTTNBP2|PITX1|UMODL1,HPDL|LOC101930415|MUC16|KRT13|RASSF6|LINC00877|SFRP2|IGKV1OR2-108|KCNH8|SOX8|EPHA4|XK|SNX29P1///SNX29P2|TCL1B|TFPI2|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3,0.05827001936836189,0.05739311296557835,0.11013976607262325,0.40809357859925316
69,280,146,134,0.1875,MYOCD|UMODL1|MMP13|UGT2B17|TCL1A|C17orf99|DNAH8|IL12B|LOC105375172|P2RY12|CSRP3|FHOD3|MT1M|MAL2|ZNF883|SYT17,MT1M|GTSF1|SNX29P1///SNX29P2|CHI3L1|CD74|PKHD1L1|USP9Y|ZBTB32|MAGEB1|TRPM4|XIST|LHX8|MAL2|KRT6A|FAM30A|RASSF6,0.05827812113680881,0.05794132143113341,0.10536424677929915,0.3961351665966907
70,280,146,134,0.0,TNNC1|SPRR1B|MYOT|SLN|MYL1|KRT6A|KRT14|SDR16C5|ZNF385B|MYL2|ASB5|PPBP|SMPX|FDCSP|EYA2|C7orf57,LILRA4|LYPD6B|KRT5|MGST1|HLA-DRB4|HEPACAM2|FCAMR|XIRP2|LOC440864///MSH6|IGHV1-69|CTTNBP2|LOC613266|GPR158|VPREB3|KDM5D|EYA2,0.05829060218764458,0.0568623523597161,0.1122795139758604,0.40842643068000617
71,280,146,134,0.125,LECT2|LOC105375172|BEX2|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|RASSF6|DNER|MMP13|SACS-AS1|KRT13|HLA-DQB1|HLF|KRT14|RGS13|KRT6A|FCRL4|ZNF750,ZNF257|CCR10|MMP7|IGSF11|EPHA4|LOC102724689|AP3D1|CCL17|S100Z|CXCL6|IL22RA2|PRAME|BIK|LEP|FCGR3B///FCGR3A|CTAG1A///CTAG1B,0.05827887668062648,0.05684467261232952,0.12181109597361915,0.3891928289324814
72,280,146,134,0.3125,CPXM1|TCL1A|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|FAM30A|LOC283454///HRK|IL17RB|DNER|SYT17|IGK///IGKC|MUC16|LHX8|TPRG1|XCL2///XCL1|UBASH3A|EPHB1|TXLNGY,CPXM1|KIAA0226L|STAG3|SOX8|TXLNGY|MATN3|STXBP6|MYOT|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|HIST1H3B|MARCO|LOC101929272|MMP1|GTSF1|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|CD24,0.05830406947271738,0.05739304053924338,0.11792210269178366,0.3855454466770641
73,280,146,134,0.125,RASSF6|IGK///IGKC|HLF|FAM30A|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|IGKV1OR2-108|HTR3A|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|C4orf22|CCL21|ZNF711|NTS|VPREB3|LILRA4|SPIC|LECT2,SCARA5|LOC440864///MSH6|STEAP2|CTCFL|MMP7|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|TNFRSF17|LOC101930415|P2RY12|CCL22|PNMAL1|KDM5D|ZNF385B|TSIX|HLA-DQB1|MAL2,0.05827498141640757,0.05745337354929153,0.10942686205062876,0.3988094806045202
74,280,146,134,0.4375,UMODL1|APELA|DNER|MUC16|FHOD3|KCCAT333|TXLNGY|PLA2G2D|HEPACAM2|KCNN3|MYOT|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|MMP20|KRT13|MYOCD|SPIC,SFRP4|MAGEA6|SPRR1B|COL9A3|SPIC|MMP7|DAPL1|CXCL6|HPDL|CTAG2|VSIG4|CCL17|CHI3L1|CETP|LOC100509457///HLA-DQA1|DNAH8,0.0583123512452713,0.057943231042809434,0.10334825828541369,0.4001637998599656
75,280,146,134,0.1875,KRT5|KRT6A|TCL1A|JCHAIN|CSRP3|PITX1|NOL4|CTAG2|CXCL8|DNER|MMP3|LINC01021|MYL1|ZNF711|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|MMP13,LOC101930067|MMP1|STEAP2|PROK2|SCARA5|CCR10|MAGEA4|FABP4|EYA2|XIST|FCRL4|IL17RB|ABCG5|LOC102724689|PLA2G2A|MAGEB2,0.05830284397400476,0.057573469802284935,0.09706273898691879,0.4048233357242786
76,280,146,134,0.375,MAGEA6///MAGEA3|BIK|MMP3|BTBD16|KCCAT333|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|JCHAIN|PROK2|TNFRSF17|LOC283454///HRK|IGKV1OR2-108|PNMAL1|FCRL4|SPIC|UMODL1|MYOCD,MYL1|SOST|PPP1R14C|MYOCD|SOX2-OT|RGS13|KCNK12|XIST|GJB6|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|VSIG4|C3orf67|C16orf74|SMC3|MME|MAL2,0.05826559258985288,0.057806677627372516,0.10208962164086242,0.4126875134652642
77,280,146,134,0.3125,MYOCD|HTR3A|TCL1B|SYT17|FHOD3|EML6|PDZRN4|RAB25|IL12B|PNMAL1|SPIC|DNER|RPS4Y1|BIK|GPM6A|SOST,MT1M|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|CHI3L1|LHX8|UBASH3A|HLA-DQA1|KDM5D|CCL22|LOC101930415|FAM167A-AS1|FAM111B|LOC100509457///HLA-DQA1|IGLJ3///CKAP2|LOC100653057///CES1|GOLIM4|EIF1AY,0.05832024844230364,0.05710111070651408,0.10878673186744969,0.41089020942460486
78,280,146,134,0.25,TCL1A|TNNC1|BIK|RNF183|HTR3A|ITIH3|UMODL1|USP9Y|CSRP3|KLHL32|RASSF6|JCHAIN|SMPX|SDR16C5|WISP2|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1,OVAAL|ZNF257|SOX2-OT|TXLNGY|AQP9|OLFM4|MME|FCGR3B///FCGR3A|MYL1|KIAA0226L|C1QB|P2RY12|IGHV1-69|STXBP6|ABCG5|PPBP,0.05832244687131216,0.056977518213034734,0.10286214142500598,0.42170101961626233
79,280,146,134,0.125,FCRL4|LOC283454///HRK|HTR3A|HLF|ASZ1|EPHB1|FAM30A|STXBP6|ICOS|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|CCL17|OVAAL|CD5L|PPBP|KCNN3|MLK7-AS1,MYOT|MMP7|C12orf77|STEAP2|CCR6|HEPACAM2|VPREB3|SUGCT|DNER|LYPD6B|FABP4|EIF1AY|ORM1|HK3|LOC100134317///LOC284412|WISP2,0.058333745252642545,0.05899810560475116,0.09971043697441069,0.4038892720790667
80,280,146,134,0.25,ZNF257|SYT17|BIK|HAGLROS|FCER2|KCCAT333|MYOT|DNER|TCL1A|LOC105375172|KRT5|SDR16C5|KRT14|RGS13|ORM2///ORM1|MMP3,JCHAIN|SAA2-SAA4///SAA2///SAA1|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|CRNDE|SOX8|ICOS|XIRP2|LGSN|LOC101929272|LOC100505878|MMP12|PSMA8|DDX43|TCL1A|CXCL14|MMP7,0.058304461301177724,0.05657446150502629,0.10436899303793963,0.38862863453759533
81,280,146,134,0.0625,LOC105375172|ASZ1|MUC16|DTX1|DAPL1|CCL17|EEF1A2|LOC101928173|NME8|EYA2|LOC613266|H2AFB1///H2AFB2///H2AFB3|ARL14|EML6|IGHD|TNFRSF17,S100Z|LIN28B|LHX8|HMCN1|MARCO|HTR3A|AP3D1|LOC101927811|CRNDE|FSTL5|CCL21|RASSF6|ZNF257|C17orf99|KLRC2///KLRC1|TCL1B,0.058318452153193395,0.05792402245584796,0.10127045150390013,0.39801855601683045
82,280,146,134,0.125,BTBD16|CXCL6|BEX2|NLRP7|CENPV|SPIC|NOL4|DNAH8|LOC283454///HRK|SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1|HLF|ZNF257|NME8|FAM167A-AS1|TNFRSF17|LILRA4,CTCFL|RSPH1|LOC102724689|NME8|RNF183|PDGFRL|NPIPA5///NPIPB5///NPIPB11///NPIPB8///LOC613037///NPIPB4///NPIPB3|IGLJ3///CKAP2|FAM30A|S100Z|HEPACAM2|CETP|KCNH8|FCAMR|FAM129C|CHIT1,0.05825782944650731,0.05835720656869782,0.11280275906847692,0.40543609116511
83,280,146,134,0.25,KCCAT333|UGT2B17|MYOCD|MMP3|KRT14|LOC283454///HRK|DNER|FDCSP|ZNF385B|SFTA3|SFRP4|EPCAM|COL11A1|SFTA2|RAB25|SNX29P1///SNX29P2,SNX29P1///SNX29P2|MIS18BP1|EPHA4|IGKV1OR2-108|OVAAL|WISP2|ASB5|VSIG4|MYH1|CLIP2|PDGFRL|TPSB2|MAGEA6|SUGCT|FABP4|P2RY12,0.058274597772105474,0.058504324898642636,0.10000231230039466,0.3983323384837862
84,280,146,134,0.25,ARL14|FCRL4|RASSF6|PRCAT47|DNER|MAGEA1|BTBD16|CSRP3|LILRA4|LOC105375172|TCL1A|TCL1B|SYT17|KCCAT333|LINC01405|NTS,NRG4|UGT2A3|LINC01102|TCL1A|IL22RA2|PLA2G2D|EYA2|CA3|WISP2|SYT17|FCER2|PPP1R14A|AP3D1|DHRS9|LOC102724689|DAPL1,0.058238558180370395,0.05595274439263716,0.10495025978943585,0.43377245945192683
85,280,146,134,0.25,MYOCD|PDZRN4|LINC00403|LOC283454///HRK|PLA2G2D|FCRL4|HLF|CTAG2|LINC01619|LYPD6B|MAGEA1|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|FAM30A|DPEP2|CTAG1A///CTAG1B|IGK///IGKC,LINC00403|LINC00487|NPIPA5///NPIPB6///NPIPB8///NPIPB3|KRT5|TXLNGY|C1QA|LMO2|SPAG16|COL10A1|CAMP|LINC01297|FCAMR|RNF128|XIST|PLAC8|CD74,0.05825095818173888,0.057061241766434664,0.10744164488455206,0.42445714103553095
86,280,146,134,0.125,NFE4|FHOD3|C2CD4A|MAGEA12|HTR3A|RGS13|TUBB2B|AICDA|CPXM1|PNMAL1|HLA-DQB1|UBASH3A|FCER2|UMODL1|RASSF6|LOC100509457///HLA-DQA1,EEF1A2|GTSF1|KCNH8|LEP|FHOD3|SUSD5|TMEM158|FCGR3B///FCGR3A|IGKV1OR2-108|C2CD4A|CCR10|SERPINA9|C4orf22|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|EPYC|STEAP2,0.05825815150810114,0.05645769635594813,0.11622737028343236,0.41343071804043247
87,280,146,134,0.375,TCL1B|TNNC1|MYOT|MMP13|SYT17|MMP20|LINC01021|CSRP3|TCL1A|MYL2|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|ASB5|UMODL1|FAM30A|NPIPA5///NPIPB6///NPIPB8///NPIPB3|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1,KRT13|LOC100996809///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1|LOC101929141///CCDC144CP///CCDC144B///CCDC144A|TCL1A|HLA-DQB1|MAGEA1|CETP|IGKV1OR2-108|HIST1H3B|LIN28B|COL9A3|XIRP2|XCL2///XCL1|SPINK2|KCNN3|HMCN1,0.058289771595212064,0.05699093254466867,0.10644888652805418,0.4081953828012947
88,280,146,134,0.125,LINC01405|OVAAL|C12orf77|CHI3L1|ARL14|IGHV1-69|HLF|TCL1A|MMP12|PITX1|LOC105375172|MYOCD|ZNF711|FAR2P3///FAR2P2|SUSD5|CAMP,NPIPA5///NPIPB5///NPIPB11///NPIPB8///LOC613037///NPIPB4///NPIPB3|CTCFL|SERPINA9|LOC100134317///LOC284412|HLA-DQA1|FABP4|CTAG1A///CTAG1B|TRPM4|SUGCT|FAM151A|RPS4Y1|CT45A8///CT45A9///CT45A10///CT45A7///CT45A2///CT45A1///CT45A6///CT45A5///CT45A3|CTTNBP2|PITX1|TCL1B|IL22RA2,0.05833837279426822,0.05751653540962243,0.09835033051222611,0.38850598434613476
89,280,146,134,0.375,UMODL1|LOC105372840|MUC16|RGS13|MMP20|ZNF711|NTS|TNFRSF17|LOC283454///HRK|ASB5|LINC01405|KCCAT333|CPXM1|ZNF385B|TCL1A|DNAH8,COL9A3|KRT14|S100Z|KRT13|S100A9|IGKV1OR2-108|CCL21|CTAG2|CAMP|LINC00877|GPAT2|LEP|C15orf48|LOC101927811|WFDC21P|NPY1R,0.0583204747330336,0.05712541608031396,0.10264669767067565,0.39985496854569924
90,280,146,134,0.1875,EPHB1|SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1|ASZ1|LRRN1|LECT2|KRT14|CILP|CCL17|KRT5|KRT6A|DNER|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|SPIC|CKAP2///IGLC1|IL17RB|FDCSP,ZBTB32|PROK2|MMP3|RAB25|LRP1B|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|IL22RA2|SMC3|GOLIM4|OLFM4|LOC100130744|HAGLROS|NME8|MAGEA6|PITX1|SFRP4,0.05828420068002578,0.05740473580196311,0.11075219088578968,0.40028276213109
91,280,146,134,0.3125,ASB5|LILRA3|JCHAIN|NME8|UMODL1|LOC102724689|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|RGS13|MMP20|LCTL|IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH|LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH|GJB2|ORM2///ORM1|LOC105375172|LOC283454///HRK,SERPINA9|CILP|MAMDC4|TFPI2|SMPX|GOLIM4|LINC00487|C3orf67|FAM129C|VSIG4|ICOS|LOC100130744|WFDC21P|LILRA4|CTCFL|CRNDE,0.05827007690455789,0.05679910624290831,0.11425760296062466,0.3977984468549007
92,280,146,134,0.375,RGS13|LOC283454///HRK|BIK|EML6|RNF183|TCL1B|PLAC8|MMP12|TCL1A|HTR3A|ITIH3|LINC00525|FCER2|CCL17|RASSF6|CCL21,TCL1A|LTF|LINC01102|PITX1|MMP12|NLRP11|LOC101930415|TFPI2|LINC00877|MYOCD|KCCAT333|ABCG5|IL12B|EML6|TRIM59///IFT80|HEPACAM2,0.05828521373538201,0.056599304975411054,0.11204654814183827,0.3973414536449042
93,280,146,134,0.125,HSF5|RNF183|BIK|HLF|CLIP2|SI|ZNF883|MMP3|LILRA4|CSRP3|JCHAIN|NOL4|FCER2|WFDC21P|HTR3A|MMP20,LINC01619|CCL22|ASMT|FAM30A|MMP7|SERPINA9|SOX9|LOC101930114|MME|NPIPA5///NPIPB6///NPIPB8///NPIPB3|HMCN1|FAP|CRYBA4|GTSF1|GPAT2|IGHD,0.0582819082821906,0.05671528717421268,0.11411538880849857,0.4162036683861534
94,280,146,134,0.25,SLN|DNAH8|CA3|GJB2|LOC283454///HRK|SMPX|LILRA3|ASB5|C15orf48|MAGEA1|TCL1A|KCCAT333|MYOCD|LRRN1|CCL21|PTPN20,RGS13|NTN4|NTS|MME|H2AFB1///H2AFB2///H2AFB3|SCARA5|HTR3A|CTAG2|LOC105372840|EIF1AY|MMP3|HAGLROS|SOX2-OT|SMPX|LRP1B|UMODL1,0.05822477737628762,0.057683527314227885,0.11274299871503263,0.38341687211944847
95,280,146,134,0.25,ASZ1|TCL1A|LOC102724689|DNER|LOC613266|PROK2|MMP20|MMP13|EYA2|NMU|ZNF711|DNAJC12|LINC01021|FAM30A|EML6|JCHAIN,S100Z|MGST1|DNAJC12|C15orf48|PRAME|ZBTB32|IL17RB|MMP20|CLGN|MUC16|LOC101928173|RSPH1|KRT13|C1QB|STXBP6|CCL21,0.05824833500049792,0.056253504347083844,0.10989753895248318,0.3892613196019977
96,280,146,134,0.1875,DNER|HBB|VSIG4|ASZ1|ACTA1|IYD|TCL1B|RASSF6|SPRR1B|DAPL1|LILRA3|CSRP3|UGT2B17|IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1|S100A9|LOC100509457///HLA-DQA1,ACTA1|NOL4|NLRP11|ORM2///ORM1|HIST1H1B|FCRL4|LEP|LILRA3|SDR16C5|SOST|MUC16|HLA-DQA1|MAGEA9B///MAGEA9|NMU|CTTNBP2|MMP1,0.05831563191664085,0.05781242921150166,0.09758884122093271,0.3946995083572409
