version,seed,family,g_minus,g_plus,E_abs,prominence,dim_minus,dim_plus,A_group,C_group,S_group,C2_group,A_group_direct,C_group_direct,n_channels_mean,identity_residual_maxabs,A_vs_base_residual_maxabs,C_vs_base_residual_maxabs
v32.21,25042001,transverse,14,17,0.15448291171778558,-0.1615932953471894,8,8,-0.02445668543500339,0.2173464987156899,0.07169618593897281,0.0472395005039694,-0.024456685435003407,0.21734649871568992,31.0,6.938893903907228e-18,2.0816681711721685e-17,5.551115123125783e-17
v32.21,25042001,transverse,15,16,0.12546180795999268,-0.22935768173456367,8,8,-0.041806776923980875,0.16821533244394196,0.07010317499320678,0.028296398069225914,-0.04180677692398088,0.168215332443942,31.0,6.938893903907228e-18,1.3877787807814457e-17,2.7755575615628914e-17
v32.21,25042002,dephasing,0,63,2.8086271322578424,-0.02448535306527211,4,4,0.678974628556272,0.9999995993722592,0.3210245701884068,0.9999991987446784,0.6789746285562717,0.999999599372259,63.0,0.0,7.771561172376096e-16,4.440892098500626e-16
v32.21,25042002,dephasing,1,62,2.808624788819107,0.004825865361237053,4,4,0.6886533209324477,0.9981497010122575,0.30764950469841146,0.9963028256308593,0.6886533209324479,0.9981497010122575,63.0,0.0,3.3306690738754696e-16,2.220446049250313e-16
v32.21,25042002,dephasing,2,61,2.762512443577755,0.06806648475971927,4,4,-0.10406160385801956,0.43771331542060293,0.29565455035451593,0.19159294649649633,-0.10406160385801963,0.43771331542060304,63.0,5.551115123125783e-17,1.5265566588595902e-16,2.220446049250313e-16
v32.21,25042002,dephasing,3,60,2.7625074275378037,0.09402773487580929,4,4,-0.08520317353001056,0.47272664425067196,0.30867365371451216,0.2234704801845015,-0.08520317353001064,0.4727266442506721,63.0,2.7755575615628914e-17,1.6653345369377348e-16,3.3306690738754696e-16
v32.21,25042002,dephasing,4,59,2.6005246121962595,-0.006225473753893929,4,4,0.1586092532848781,0.6684664809768213,0.28823818290465686,0.44684743618953504,0.15860925328487813,0.6684664809768213,63.0,0.0,2.7755575615628914e-17,1.1102230246251565e-16
v32.21,25042002,dephasing,5,58,2.600508788201716,0.021577668837121367,4,4,0.1122234664438456,0.6131362827912209,0.26371263483119034,0.37593610127503596,0.1122234664438456,0.6131362827912208,63.0,5.551115123125783e-17,6.938893903907228e-17,1.1102230246251565e-16
v32.21,25042002,dephasing,6,57,2.552457966072332,0.1790638430531717,4,4,0.2462225349891925,0.7252762690919359,0.2798031315187256,0.5260256665079179,0.2462225349891923,0.7252762690919357,63.0,1.1102230246251565e-16,3.608224830031759e-16,3.3306690738754696e-16
v32.21,25042002,dephasing,7,56,2.5524435325715658,0.010336050883219705,4,4,0.27774687064370474,0.764334881850157,0.3064609409691885,0.5842078116128931,0.2777468706437046,0.7643348818501567,63.0,1.1102230246251565e-16,1.6653345369377348e-16,2.220446049250313e-16
