geometry_angstrom,method,seed,k,captured_probability_mass,absolute_energy_error_hartree,selected_subspace_energy_hartree,exact_sector_energy_hartree,precision_at_k,recall_at_k,ndcg_at_k,selection_efficiency,overlap_with_real
0.75,NULL,25043011,2,3.047728283232106e-32,2.179259265118474,-3.0233197118277486,-5.2025789769462225,0.0,0.0,0.0,1.523864141616053e-32,0
0.75,RANDOM,25043011,2,3.6596697374530986e-05,0.8989468315413784,-4.303632145404844,-5.2025789769462225,0.0,0.0,2.61438493024927e-05,1.8298348687265493e-05,0
0.75,REAL,,4,0.9940097475542857,0.015001254255438745,-5.187577722690784,-5.2025789769462225,0.25,1.0,1.0,0.24850243688857143,
0.75,NULL,25043000,4,0.0023458009170211768,1.434261069622115,-3.7683179073241075,-5.2025789769462225,0.0,0.0,0.000721219912185591,0.0005864502292552942,1
0.75,RANDOM,25043000,4,2.8498666100721597e-32,1.4175405250294317,-3.785038451916791,-5.2025789769462225,0.0,0.0,0.0,7.124666525180399e-33,0
0.75,NULL,25043001,4,0.0013295014999120558,0.7919165443332048,-4.410662432613018,-5.2025789769462225,0.0,0.0,0.0007677813818959769,0.00033237537497801396,0
0.75,RANDOM,25043001,4,3.6596697374530986e-05,0.7919165443332039,-4.410662432613019,-5.2025789769462225,0.0,0.0,2.610475372963618e-05,9.149174343632747e-06,0
0.75,NULL,25043002,4,6.640474235556898e-05,1.7714189234404905,-3.431160053505732,-5.2025789769462225,0.0,0.0,2.0400110593765534e-05,1.6601185588892245e-05,0
0.75,RANDOM,25043002,4,2.019339748646316e-33,2.1709500893899336,-3.031628887556289,-5.2025789769462225,0.0,0.0,0.0,5.04834937161579e-34,0
0.75,NULL,25043003,4,0.001071084978423517,2.1198015193233988,-3.0827774576228237,-5.2025789769462225,0.0,0.0,0.00042941325282887184,0.00026777124460587926,0
0.75,RANDOM,25043003,4,1.304062401637647e-30,0.5732479107408723,-4.62933106620535,-5.2025789769462225,0.0,0.0,0.0,3.2601560040941176e-31,0
0.75,NULL,25043004,4,1.3691020386021222e-06,0.4261105695092091,-4.776468407437013,-5.2025789769462225,0.0,0.0,4.882904437142364e-07,3.4227550965053055e-07,0
0.75,RANDOM,25043004,4,9.880914396501915e-06,0.7919165443332048,-4.410662432613018,-5.2025789769462225,0.0,0.0,3.035442810363789e-06,2.4702285991254788e-06,0
0.75,NULL,25043005,4,0.0021406265027825878,0.4349926461285998,-4.767586330817623,-5.2025789769462225,0.0,0.0,0.0007640210705999322,0.0005351566256956469,0
0.75,RANDOM,25043005,4,1.0153630273230843e-32,1.2918134836946935,-3.910765493251529,-5.2025789769462225,0.0,0.0,0.0,2.5384075683077107e-33,0
0.75,NULL,25043006,4,6.640474235556898e-05,0.7919165443332039,-4.410662432613019,-5.2025789769462225,0.0,0.0,2.0400110593765534e-05,1.6601185588892245e-05,0
0.75,RANDOM,25043006,4,3.447112902367608e-32,1.737392457850726,-3.4651865190954965,-5.2025789769462225,0.0,0.0,0.0,8.61778225591902e-33,0
0.75,NULL,25043007,4,3.890462426909476e-31,1.3911606247091957,-3.811418352237027,-5.2025789769462225,0.0,0.0,0.0,9.72615606727369e-32,0
0.75,RANDOM,25043007,4,3.6596697374530986e-05,0.4426814786409885,-4.759897498305234,-5.2025789769462225,0.0,0.0,1.1242705485633281e-05,9.149174343632747e-06,0
